Köteg,Köteg neve,Függőség,Deliverable ID,Asset ID,Szerep,Modul,Egység,Típus,Altípus,Produkciós mód,Státusz,Kapuk,Szín-függés,Pilot,Cím,Forrásfájl
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M2.B-POSZ-01,M2.B-POSZ-01,elsődleges,M2,M2.B,poster,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Somer-pillér poszterszett (3 db A3),"02 Tervezet/Modulok/M2/Peulák/M2.B – Somer-értékek a gyakorlatban – döntések, amelyek tanítanak.md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M2.B-POSZ-01::PRINTPDF,M2.B-POSZ-01,nyomtatható PDF,M2,M2.B,poster,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Somer-pillér poszterszett (3 db A3) — nyomtatható PDF,"02 Tervezet/Modulok/M2/Peulák/M2.B – Somer-értékek a gyakorlatban – döntések, amelyek tanítanak.md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M2.F-MUNK-01,M2.F-MUNK-01,elsődleges,M2,M2.F,worksheet,,legyártandó,produkciós szabályra vár,R5,fekete-fehér is elég,,Study Lab jegyzetlap – „1 gondolat / 1 kérdés leckénként”,"02 Tervezet/Modulok/M2/Peulák/M2.F – Felzárkóztató peula – Identitás, értékek, pillérek, személyes példamutatás (Study Lab).md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M2.F-MUNK-01::PRINTPDF,M2.F-MUNK-01,nyomtatható PDF,M2,M2.F,worksheet,,legyártandó,produkciós szabályra vár,R5,fekete-fehér is elég,,Study Lab jegyzetlap – „1 gondolat / 1 kérdés leckénként” — nyomtatható PDF,"02 Tervezet/Modulok/M2/Peulák/M2.F – Felzárkóztató peula – Identitás, értékek, pillérek, személyes példamutatás (Study Lab).md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M2.F-MUNK-02,M2.F-MUNK-02,elsődleges,M2,M2.F,worksheet,,legyártandó,produkciós szabályra vár,R5,fekete-fehér is elég,,Képzői checklist – Felzárkóztató peula (1 A4),"02 Tervezet/Modulok/M2/Peulák/M2.F – Felzárkóztató peula – Identitás, értékek, pillérek, személyes példamutatás (Study Lab).md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M2.F-MUNK-02::PRINTPDF,M2.F-MUNK-02,nyomtatható PDF,M2,M2.F,worksheet,,legyártandó,produkciós szabályra vár,R5,fekete-fehér is elég,,Képzői checklist – Felzárkóztató peula (1 A4) — nyomtatható PDF,"02 Tervezet/Modulok/M2/Peulák/M2.F – Felzárkóztató peula – Identitás, értékek, pillérek, személyes példamutatás (Study Lab).md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M2.F-POSZ-01,M2.F-POSZ-01,elsődleges,M2,M2.F,poster,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Állapotfelmérő tábla / flipchart-sablon – „Melyik leckénél tartasz?”,"02 Tervezet/Modulok/M2/Peulák/M2.F – Felzárkóztató peula – Identitás, értékek, pillérek, személyes példamutatás (Study Lab).md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M2.F-POSZ-01::PRINTPDF,M2.F-POSZ-01,nyomtatható PDF,M2,M2.F,poster,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Állapotfelmérő tábla / flipchart-sablon – „Melyik leckénél tartasz?” — nyomtatható PDF,"02 Tervezet/Modulok/M2/Peulák/M2.F – Felzárkóztató peula – Identitás, értékek, pillérek, személyes példamutatás (Study Lab).md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M2.F-POSZ-02,M2.F-POSZ-02,elsődleges,M2,M2.F,poster,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Fogalom-térkép flipchart-sablon – 4 buborék (identitás–értékek–pillérek–határok),"02 Tervezet/Modulok/M2/Peulák/M2.F – Felzárkóztató peula – Identitás, értékek, pillérek, személyes példamutatás (Study Lab).md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M2.F-POSZ-02::PRINTPDF,M2.F-POSZ-02,nyomtatható PDF,M2,M2.F,poster,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Fogalom-térkép flipchart-sablon – 4 buborék (identitás–értékek–pillérek–határok) — nyomtatható PDF,"02 Tervezet/Modulok/M2/Peulák/M2.F – Felzárkóztató peula – Identitás, értékek, pillérek, személyes példamutatás (Study Lab).md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M3-HUB-POSZ-02,M3-HUB-POSZ-02,elsődleges,M3,M3-HUB,poster,,legyártandó,produkciós szabályra vár,R5,színfüggő,,A/B sarok jelölőtáblák („Red flag” / „Nem red flag”),"02 Tervezet/Modulok/M3/M3 – Kvuca, red flag, felelősség – Csoportdinamika, korosztályok és gyermekvédelem.md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M3-HUB-POSZ-02::PRINTPDF,M3-HUB-POSZ-02,nyomtatható PDF,M3,M3-HUB,poster,,legyártandó,produkciós szabályra vár,R5,színfüggő,,A/B sarok jelölőtáblák („Red flag” / „Nem red flag”) — nyomtatható PDF,"02 Tervezet/Modulok/M3/M3 – Kvuca, red flag, felelősség – Csoportdinamika, korosztályok és gyermekvédelem.md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M3.1-DIA-01,M3.1-DIA-01,elsődleges,M3,M3.1,diagram,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Tuckman-görbe animált diagram (5 szakasz),02 Tervezet/Modulok/M3/Online leckék/M3.1 – Történetek egy kvucáról – Tuckman-szakaszok felismerése.md
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M3.1-DIA-01::ALTTEXT,M3.1-DIA-01,alt-szöveg,M3,M3.1,diagram,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Tuckman-görbe animált diagram (5 szakasz) — alt-szöveg,02 Tervezet/Modulok/M3/Online leckék/M3.1 – Történetek egy kvucáról – Tuckman-szakaszok felismerése.md
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M3.1-IKO-01,M3.1-IKO-01,elsődleges,M3,M3.1,icon-set,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Reflexiós ikon – kvuca-kör / beszélgető figurák (dekoratív),02 Tervezet/Modulok/M3/Online leckék/M3.1 – Történetek egy kvucáról – Tuckman-szakaszok felismerése.md
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M3.1-IKO-01::ALTTEXT,M3.1-IKO-01,alt-szöveg,M3,M3.1,icon-set,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Reflexiós ikon – kvuca-kör / beszélgető figurák (dekoratív) — alt-szöveg,02 Tervezet/Modulok/M3/Online leckék/M3.1 – Történetek egy kvucáról – Tuckman-szakaszok felismerése.md
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M3.1-ILL-01,M3.1-ILL-01,elsődleges,M3,M3.1,illustration,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Kvuca-jelenet – Forming (alakulás),02 Tervezet/Modulok/M3/Online leckék/M3.1 – Történetek egy kvucáról – Tuckman-szakaszok felismerése.md
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M3.1-ILL-01::ALTTEXT,M3.1-ILL-01,alt-szöveg,M3,M3.1,illustration,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Kvuca-jelenet – Forming (alakulás) — alt-szöveg,02 Tervezet/Modulok/M3/Online leckék/M3.1 – Történetek egy kvucáról – Tuckman-szakaszok felismerése.md
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M3.1-ILL-02,M3.1-ILL-02,elsődleges,M3,M3.1,illustration,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Kvuca-jelenet – Storming (balhék),02 Tervezet/Modulok/M3/Online leckék/M3.1 – Történetek egy kvucáról – Tuckman-szakaszok felismerése.md
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M3.1-ILL-02::ALTTEXT,M3.1-ILL-02,alt-szöveg,M3,M3.1,illustration,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Kvuca-jelenet – Storming (balhék) — alt-szöveg,02 Tervezet/Modulok/M3/Online leckék/M3.1 – Történetek egy kvucáról – Tuckman-szakaszok felismerése.md
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M3.1-ILL-03,M3.1-ILL-03,elsődleges,M3,M3.1,illustration,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Kvuca-jelenet – Norming (szabályok),02 Tervezet/Modulok/M3/Online leckék/M3.1 – Történetek egy kvucáról – Tuckman-szakaszok felismerése.md
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M3.1-ILL-03::ALTTEXT,M3.1-ILL-03,alt-szöveg,M3,M3.1,illustration,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Kvuca-jelenet – Norming (szabályok) — alt-szöveg,02 Tervezet/Modulok/M3/Online leckék/M3.1 – Történetek egy kvucáról – Tuckman-szakaszok felismerése.md
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M3.1-ILL-04,M3.1-ILL-04,elsődleges,M3,M3.1,illustration,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Kvuca-jelenet – Performing (működés),02 Tervezet/Modulok/M3/Online leckék/M3.1 – Történetek egy kvucáról – Tuckman-szakaszok felismerése.md
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M3.1-ILL-04::ALTTEXT,M3.1-ILL-04,alt-szöveg,M3,M3.1,illustration,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Kvuca-jelenet – Performing (működés) — alt-szöveg,02 Tervezet/Modulok/M3/Online leckék/M3.1 – Történetek egy kvucáról – Tuckman-szakaszok felismerése.md
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M3.2-DIA-01,M3.2-DIA-01,elsődleges,M3,M3.2,diagram,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Parparim & Kivsza – kétoszlopos profilkártya,"02 Tervezet/Modulok/M3/Online leckék/M3.2 – Parparim, Kivsza, Leviatan, Zorea – 4 kvuca, 4 világ.md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M3.2-DIA-01::ALTTEXT,M3.2-DIA-01,alt-szöveg,M3,M3.2,diagram,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Parparim & Kivsza – kétoszlopos profilkártya — alt-szöveg,"02 Tervezet/Modulok/M3/Online leckék/M3.2 – Parparim, Kivsza, Leviatan, Zorea – 4 kvuca, 4 világ.md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M3.2-DIA-02,M3.2-DIA-02,elsődleges,M3,M3.2,diagram,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Leviatan & Zorea – kétoszlopos profilkártya,"02 Tervezet/Modulok/M3/Online leckék/M3.2 – Parparim, Kivsza, Leviatan, Zorea – 4 kvuca, 4 világ.md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M3.2-DIA-02::ALTTEXT,M3.2-DIA-02,alt-szöveg,M3,M3.2,diagram,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Leviatan & Zorea – kétoszlopos profilkártya — alt-szöveg,"02 Tervezet/Modulok/M3/Online leckék/M3.2 – Parparim, Kivsza, Leviatan, Zorea – 4 kvuca, 4 világ.md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M3.2-DIA-03,M3.2-DIA-03,elsődleges,M3,M3.2,diagram,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,4 kulcsszó-kártya (2×2 rács),"02 Tervezet/Modulok/M3/Online leckék/M3.2 – Parparim, Kivsza, Leviatan, Zorea – 4 kvuca, 4 világ.md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M3.2-DIA-03::ALTTEXT,M3.2-DIA-03,alt-szöveg,M3,M3.2,diagram,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,4 kulcsszó-kártya (2×2 rács) — alt-szöveg,"02 Tervezet/Modulok/M3/Online leckék/M3.2 – Parparim, Kivsza, Leviatan, Zorea – 4 kvuca, 4 világ.md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M3.2-DIA-04,M3.2-DIA-04,elsődleges,M3,M3.2,diagram,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Korosztály-térkép mini-táblázat (4 sor),"02 Tervezet/Modulok/M3/Online leckék/M3.2 – Parparim, Kivsza, Leviatan, Zorea – 4 kvuca, 4 világ.md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M3.2-DIA-04::ALTTEXT,M3.2-DIA-04,alt-szöveg,M3,M3.2,diagram,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Korosztály-térkép mini-táblázat (4 sor) — alt-szöveg,"02 Tervezet/Modulok/M3/Online leckék/M3.2 – Parparim, Kivsza, Leviatan, Zorea – 4 kvuca, 4 világ.md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M3.2-IKO-01,M3.2-IKO-01,elsődleges,M3,M3.2,icon-set,,legyártandó,produkciós szabályra vár,R5,színfüggő,,4 kvuca ikon-készlet (🦋 🐑 🐋 🌱),"02 Tervezet/Modulok/M3/Online leckék/M3.2 – Parparim, Kivsza, Leviatan, Zorea – 4 kvuca, 4 világ.md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M3.2-IKO-01::ALTTEXT,M3.2-IKO-01,alt-szöveg,M3,M3.2,icon-set,,legyártandó,produkciós szabályra vár,R5,színfüggő,,4 kvuca ikon-készlet (🦋 🐑 🐋 🌱) — alt-szöveg,"02 Tervezet/Modulok/M3/Online leckék/M3.2 – Parparim, Kivsza, Leviatan, Zorea – 4 kvuca, 4 világ.md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M3.3-IKO-01,M3.3-IKO-01,elsődleges,M3,M3.3,icon-set,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Ikon-készlet – Gyermekvédelem 4 pontja,02 Tervezet/Modulok/M3/Online leckék/M3.3 – Gyermekvédelem 101 – red flag felismerése & első lépések.md
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M3.3-IKO-01::ALTTEXT,M3.3-IKO-01,alt-szöveg,M3,M3.3,icon-set,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Ikon-készlet – Gyermekvédelem 4 pontja — alt-szöveg,02 Tervezet/Modulok/M3/Online leckék/M3.3 – Gyermekvédelem 101 – red flag felismerése & első lépések.md
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M3.3-IKO-02,M3.3-IKO-02,elsődleges,M3,M3.3,icon-set,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Piktogramok – Red flag példák,02 Tervezet/Modulok/M3/Online leckék/M3.3 – Gyermekvédelem 101 – red flag felismerése & első lépések.md
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M3.3-IKO-02::ALTTEXT,M3.3-IKO-02,alt-szöveg,M3,M3.3,icon-set,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Piktogramok – Red flag példák — alt-szöveg,02 Tervezet/Modulok/M3/Online leckék/M3.3 – Gyermekvédelem 101 – red flag felismerése & első lépések.md
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M3.3-IKO-03,M3.3-IKO-03,elsődleges,M3,M3.3,icon-set,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Védelem ikon – pajzs/szív (reflexió),02 Tervezet/Modulok/M3/Online leckék/M3.3 – Gyermekvédelem 101 – red flag felismerése & első lépések.md
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M3.3-IKO-03::ALTTEXT,M3.3-IKO-03,alt-szöveg,M3,M3.3,icon-set,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Védelem ikon – pajzs/szív (reflexió) — alt-szöveg,02 Tervezet/Modulok/M3/Online leckék/M3.3 – Gyermekvédelem 101 – red flag felismerése & első lépések.md
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M3.3-ILL-01,M3.3-ILL-01,elsődleges,M3,M3.3,illustration,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Jelenet – Branching 1: késő esti privát üzenet,02 Tervezet/Modulok/M3/Online leckék/M3.3 – Gyermekvédelem 101 – red flag felismerése & első lépések.md
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M3.3-ILL-01::ALTTEXT,M3.3-ILL-01,alt-szöveg,M3,M3.3,illustration,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Jelenet – Branching 1: késő esti privát üzenet — alt-szöveg,02 Tervezet/Modulok/M3/Online leckék/M3.3 – Gyermekvédelem 101 – red flag felismerése & első lépések.md
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M3.3-ILL-02,M3.3-ILL-02,elsődleges,M3,M3.3,illustration,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Jelenet – Branching 2: sértő mém a csoportchatben,02 Tervezet/Modulok/M3/Online leckék/M3.3 – Gyermekvédelem 101 – red flag felismerése & első lépések.md
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M3.3-ILL-02::ALTTEXT,M3.3-ILL-02,alt-szöveg,M3,M3.3,illustration,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Jelenet – Branching 2: sértő mém a csoportchatben — alt-szöveg,02 Tervezet/Modulok/M3/Online leckék/M3.3 – Gyermekvédelem 101 – red flag felismerése & első lépések.md
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M3.3-ILL-03,M3.3-ILL-03,elsődleges,M3,M3.3,illustration,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Jelenet – Branching 3: vágásnyomok táborban,02 Tervezet/Modulok/M3/Online leckék/M3.3 – Gyermekvédelem 101 – red flag felismerése & első lépések.md
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M3.3-ILL-03::ALTTEXT,M3.3-ILL-03,alt-szöveg,M3,M3.3,illustration,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Jelenet – Branching 3: vágásnyomok táborban — alt-szöveg,02 Tervezet/Modulok/M3/Online leckék/M3.3 – Gyermekvédelem 101 – red flag felismerése & első lépések.md
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M3.3-ILL-04,M3.3-ILL-04,elsődleges,M3,M3.3,illustration,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Jelenet – Branching 4: madrich–chanich kapcsolat gyanú,02 Tervezet/Modulok/M3/Online leckék/M3.3 – Gyermekvédelem 101 – red flag felismerése & első lépések.md
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M3.3-ILL-04::ALTTEXT,M3.3-ILL-04,alt-szöveg,M3,M3.3,illustration,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Jelenet – Branching 4: madrich–chanich kapcsolat gyanú — alt-szöveg,02 Tervezet/Modulok/M3/Online leckék/M3.3 – Gyermekvédelem 101 – red flag felismerése & első lépések.md
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M3.4-DIA-01,M3.4-DIA-01,elsődleges,M3,M3.4,diagram,,legyártandó,produkciós szabályra vár,R5,színfüggő,,Do/Don’t három témablokk – minibox-pár diagram (SLIDE 3),"02 Tervezet/Modulok/M3/Online leckék/M3.4 – Do és Don’t madrichként – határok, red flag-ek és modulproduktum.md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M3.4-DIA-01::ALTTEXT,M3.4-DIA-01,alt-szöveg,M3,M3.4,diagram,,legyártandó,produkciós szabályra vár,R5,színfüggő,,Do/Don’t három témablokk – minibox-pár diagram (SLIDE 3) — alt-szöveg,"02 Tervezet/Modulok/M3/Online leckék/M3.4 – Do és Don’t madrichként – határok, red flag-ek és modulproduktum.md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M3.4-IKO-01,M3.4-IKO-01,elsődleges,M3,M3.4,icon-set,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Ikon: madrich + kvuca stilizált „határvonallal” (SLIDE 2),"02 Tervezet/Modulok/M3/Online leckék/M3.4 – Do és Don’t madrichként – határok, red flag-ek és modulproduktum.md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M3.4-IKO-01::ALTTEXT,M3.4-IKO-01,alt-szöveg,M3,M3.4,icon-set,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Ikon: madrich + kvuca stilizált „határvonallal” (SLIDE 2) — alt-szöveg,"02 Tervezet/Modulok/M3/Online leckék/M3.4 – Do és Don’t madrichként – határok, red flag-ek és modulproduktum.md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M3.4-IKO-02,M3.4-IKO-02,elsődleges,M3,M3.4,icon-set,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Lista-ikon – Saját Do/Don’t lista reflexió (SLIDE 5),"02 Tervezet/Modulok/M3/Online leckék/M3.4 – Do és Don’t madrichként – határok, red flag-ek és modulproduktum.md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M3.4-IKO-02::ALTTEXT,M3.4-IKO-02,alt-szöveg,M3,M3.4,icon-set,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Lista-ikon – Saját Do/Don’t lista reflexió (SLIDE 5) — alt-szöveg,"02 Tervezet/Modulok/M3/Online leckék/M3.4 – Do és Don’t madrichként – határok, red flag-ek és modulproduktum.md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M3.A-IKO-01,M3.A-IKO-01,elsődleges,M3,M3.A,icon-set,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Tuckman-szakasz ikonok (4 db),"02 Tervezet/Modulok/M3/Peulák/M3.A – Találd ki, hol tart a kvuca! – Történetek Tuckman szemüvegén át.md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M3.A-IKO-01::ALTTEXT,M3.A-IKO-01,alt-szöveg,M3,M3.A,icon-set,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Tuckman-szakasz ikonok (4 db) — alt-szöveg,"02 Tervezet/Modulok/M3/Peulák/M3.A – Találd ki, hol tart a kvuca! – Történetek Tuckman szemüvegén át.md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M3.A-KART-01,M3.A-KART-01,elsődleges,M3,M3.A,card-set,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Tuckman-szakasz kártyaszett (4 db),"02 Tervezet/Modulok/M3/Peulák/M3.A – Találd ki, hol tart a kvuca! – Történetek Tuckman szemüvegén át.md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M3.A-KART-01::PRINTPDF,M3.A-KART-01,nyomtatható PDF,M3,M3.A,card-set,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Tuckman-szakasz kártyaszett (4 db) — nyomtatható PDF,"02 Tervezet/Modulok/M3/Peulák/M3.A – Találd ki, hol tart a kvuca! – Történetek Tuckman szemüvegén át.md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M3.A-KART-02,M3.A-KART-02,elsődleges,M3,M3.A,card-set,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Kvuca-sztori kártyaszett – fix 8 db nyomtatható szett,"02 Tervezet/Modulok/M3/Peulák/M3.A – Találd ki, hol tart a kvuca! – Történetek Tuckman szemüvegén át.md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M3.A-KART-02::PRINTPDF,M3.A-KART-02,nyomtatható PDF,M3,M3.A,card-set,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Kvuca-sztori kártyaszett – fix 8 db nyomtatható szett — nyomtatható PDF,"02 Tervezet/Modulok/M3/Peulák/M3.A – Találd ki, hol tart a kvuca! – Történetek Tuckman szemüvegén át.md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M3.A-MUNK-01,M3.A-MUNK-01,elsődleges,M3,M3.A,worksheet,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Megoldókulcs a képzőnek (kártya-hátlapok),"02 Tervezet/Modulok/M3/Peulák/M3.A – Találd ki, hol tart a kvuca! – Történetek Tuckman szemüvegén át.md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M3.A-MUNK-01::PRINTPDF,M3.A-MUNK-01,nyomtatható PDF,M3,M3.A,worksheet,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Megoldókulcs a képzőnek (kártya-hátlapok) — nyomtatható PDF,"02 Tervezet/Modulok/M3/Peulák/M3.A – Találd ki, hol tart a kvuca! – Történetek Tuckman szemüvegén át.md"
