Deliverable ID,Asset ID,Szerep,Modul,Egység,Forrásfájl,Típus,Altípus,Produkciós mód,Státusz,Készültségi akadály,Cím,Eredet,Forrásblokk,Szöveg (élő forrásból),Szöveg-hash,Blokkolók
M1.A-MUNK-01,M1.A-MUNK-01,elsődleges,M1,M1.A,02 Tervezet/Modulok/M1/Peulák/M1.A – Önismeret & Johari + megfigyelés vs. címkézés (45’).md,worksheet,,legyártandó,produkciós szabályra vár,,Képzői segédlet: „Megfigyelés vagy címkézés?” – 8 példamondat + várt besorolás,vegyes,,,,R5
M1.A-MUNK-01::PRINTPDF,M1.A-MUNK-01,nyomtatható PDF,M1,M1.A,02 Tervezet/Modulok/M1/Peulák/M1.A – Önismeret & Johari + megfigyelés vs. címkézés (45’).md,worksheet,,legyártandó,produkciós szabályra vár,,Képzői segédlet: „Megfigyelés vagy címkézés?” – 8 példamondat + várt besorolás — nyomtatható PDF,vegyes,,,,R5
M1.A-MUNK-02,M1.A-MUNK-02,elsődleges,M1,M1.A,02 Tervezet/Modulok/M1/Peulák/M1.A – Önismeret & Johari + megfigyelés vs. címkézés (45’).md,worksheet,,legyártandó,produkciós szabályra vár,,Képzői segédlet: „Magunkat is címkézzük?” – saját-cetli példák + megfigyeléssé átírás,vegyes,,,,R5
M1.A-MUNK-02::PRINTPDF,M1.A-MUNK-02,nyomtatható PDF,M1,M1.A,02 Tervezet/Modulok/M1/Peulák/M1.A – Önismeret & Johari + megfigyelés vs. címkézés (45’).md,worksheet,,legyártandó,produkciós szabályra vár,,Képzői segédlet: „Magunkat is címkézzük?” – saját-cetli példák + megfigyeléssé átírás — nyomtatható PDF,vegyes,,,,R5
M1.A-POSZ-01,M1.A-POSZ-01,elsődleges,M1,M1.A,02 Tervezet/Modulok/M1/Peulák/M1.A – Önismeret & Johari + megfigyelés vs. címkézés (45’).md,poster,,legyártandó,produkciós szabályra vár,,Johari-ablak nagy tábla-/flipchart-sablon,vegyes,,,,R5
M1.A-POSZ-01::PRINTPDF,M1.A-POSZ-01,nyomtatható PDF,M1,M1.A,02 Tervezet/Modulok/M1/Peulák/M1.A – Önismeret & Johari + megfigyelés vs. címkézés (45’).md,poster,,legyártandó,produkciós szabályra vár,,Johari-ablak nagy tábla-/flipchart-sablon — nyomtatható PDF,vegyes,,,,R5
M1.A-POSZ-02,M1.A-POSZ-02,elsődleges,M1,M1.A,02 Tervezet/Modulok/M1/Peulák/M1.A – Önismeret & Johari + megfigyelés vs. címkézés (45’).md,poster,,legyártandó,produkciós szabályra vár,,„MEGFIGYELÉS” sarok-poszter (👁️),vegyes,,,,R5
M1.A-POSZ-02::PRINTPDF,M1.A-POSZ-02,nyomtatható PDF,M1,M1.A,02 Tervezet/Modulok/M1/Peulák/M1.A – Önismeret & Johari + megfigyelés vs. címkézés (45’).md,poster,,legyártandó,produkciós szabályra vár,,„MEGFIGYELÉS” sarok-poszter (👁️) — nyomtatható PDF,vegyes,,,,R5
M1.A-POSZ-03,M1.A-POSZ-03,elsődleges,M1,M1.A,02 Tervezet/Modulok/M1/Peulák/M1.A – Önismeret & Johari + megfigyelés vs. címkézés (45’).md,poster,,legyártandó,produkciós szabályra vár,,„CÍMKE / ÉRTELMEZÉS” sarok-poszter (🎭),vegyes,,,,R5
M1.A-POSZ-03::PRINTPDF,M1.A-POSZ-03,nyomtatható PDF,M1,M1.A,02 Tervezet/Modulok/M1/Peulák/M1.A – Önismeret & Johari + megfigyelés vs. címkézés (45’).md,poster,,legyártandó,produkciós szabályra vár,,„CÍMKE / ÉRTELMEZÉS” sarok-poszter (🎭) — nyomtatható PDF,vegyes,,,,R5
M1.B-DIA-01,M1.B-DIA-01,elsődleges,M1,M1.B,02 Tervezet/Modulok/M1/Peulák/M1.B – SBI-lab – Smiley-tól a használható visszajelzésig (45’).md,diagram,,legyártandó,produkciós szabályra vár,,"Szerepcsere-ábra (A→C, C→B, B→A forgás)",AI-generált,,,,R5
M1.B-DIA-01::ALTTEXT,M1.B-DIA-01,alt-szöveg,M1,M1.B,02 Tervezet/Modulok/M1/Peulák/M1.B – SBI-lab – Smiley-tól a használható visszajelzésig (45’).md,diagram,,legyártandó,produkciós szabályra vár,,"Szerepcsere-ábra (A→C, C→B, B→A forgás) — alt-szöveg",AI-generált,,,,R5
M1.B-KART-01,M1.B-KART-01,elsődleges,M1,M1.B,02 Tervezet/Modulok/M1/Peulák/M1.B – SBI-lab – Smiley-tól a használható visszajelzésig (45’).md,card-set,,legyártandó,produkciós szabályra vár,,Helyzetkártya-szett (SBI szerepjáték),emberi,,,,R5
M1.B-KART-01::PRINTPDF,M1.B-KART-01,nyomtatható PDF,M1,M1.B,02 Tervezet/Modulok/M1/Peulák/M1.B – SBI-lab – Smiley-tól a használható visszajelzésig (45’).md,card-set,,legyártandó,produkciós szabályra vár,,Helyzetkártya-szett (SBI szerepjáték) — nyomtatható PDF,emberi,,,,R5
M1.B-KART-02,M1.B-KART-02,elsődleges,M1,M1.B,02 Tervezet/Modulok/M1/Peulák/M1.B – SBI-lab – Smiley-tól a használható visszajelzésig (45’).md,card-set,,legyártandó,produkciós szabályra vár,,Smiley-kártyák (😃 / 😐 / 😬),emberi,,,,R5
M1.B-KART-02::PRINTPDF,M1.B-KART-02,nyomtatható PDF,M1,M1.B,02 Tervezet/Modulok/M1/Peulák/M1.B – SBI-lab – Smiley-tól a használható visszajelzésig (45’).md,card-set,,legyártandó,produkciós szabályra vár,,Smiley-kártyák (😃 / 😐 / 😬) — nyomtatható PDF,emberi,,,,R5
M1.B-MUNK-01,M1.B-MUNK-01,elsődleges,M1,M1.B,02 Tervezet/Modulok/M1/Peulák/M1.B – SBI-lab – Smiley-tól a használható visszajelzésig (45’).md,worksheet,,legyártandó,produkciós szabályra vár,,Trió-checklist lap a megfigyelőnek (C),emberi,,,,R5
M1.B-MUNK-01::PRINTPDF,M1.B-MUNK-01,nyomtatható PDF,M1,M1.B,02 Tervezet/Modulok/M1/Peulák/M1.B – SBI-lab – Smiley-tól a használható visszajelzésig (45’).md,worksheet,,legyártandó,produkciós szabályra vár,,Trió-checklist lap a megfigyelőnek (C) — nyomtatható PDF,emberi,,,,R5
M1.F-MUNK-01,M1.F-MUNK-01,elsődleges,M1,M1.F,"02 Tervezet/Modulok/M1/Peulák/M1.F – Felzárkóztató peula – Johari, megfigyelés és SBI egyben (45’).md",worksheet,,legyártandó,produkciós szabályra vár,,Offline B-terv – 1 oldalas M1.1–M1.4 összefoglaló kártya,AI-generált,,,,R5
M1.F-MUNK-01::PRINTPDF,M1.F-MUNK-01,nyomtatható PDF,M1,M1.F,"02 Tervezet/Modulok/M1/Peulák/M1.F – Felzárkóztató peula – Johari, megfigyelés és SBI egyben (45’).md",worksheet,,legyártandó,produkciós szabályra vár,,Offline B-terv – 1 oldalas M1.1–M1.4 összefoglaló kártya — nyomtatható PDF,AI-generált,,,,R5
M1.F-MUNK-02,M1.F-MUNK-02,elsődleges,M1,M1.F,"02 Tervezet/Modulok/M1/Peulák/M1.F – Felzárkóztató peula – Johari, megfigyelés és SBI egyben (45’).md",worksheet,,legyártandó,produkciós szabályra vár,,Jegyzetlap – „1 mondat + 1 kérdés”,AI-generált,,,,R5
M1.F-MUNK-02::PRINTPDF,M1.F-MUNK-02,nyomtatható PDF,M1,M1.F,"02 Tervezet/Modulok/M1/Peulák/M1.F – Felzárkóztató peula – Johari, megfigyelés és SBI egyben (45’).md",worksheet,,legyártandó,produkciós szabályra vár,,Jegyzetlap – „1 mondat + 1 kérdés” — nyomtatható PDF,AI-generált,,,,R5
M1.F-MUNK-03,M1.F-MUNK-03,elsődleges,M1,M1.F,"02 Tervezet/Modulok/M1/Peulák/M1.F – Felzárkóztató peula – Johari, megfigyelés és SBI egyben (45’).md",worksheet,,legyártandó,produkciós szabályra vár,,Képzői checklist – „Peula előtt / közben / után” (1 A4),AI-generált,,,,R5
M1.F-MUNK-03::PRINTPDF,M1.F-MUNK-03,nyomtatható PDF,M1,M1.F,"02 Tervezet/Modulok/M1/Peulák/M1.F – Felzárkóztató peula – Johari, megfigyelés és SBI egyben (45’).md",worksheet,,legyártandó,produkciós szabályra vár,,Képzői checklist – „Peula előtt / közben / után” (1 A4) — nyomtatható PDF,AI-generált,,,,R5
M1.F-POSZ-01,M1.F-POSZ-01,elsődleges,M1,M1.F,"02 Tervezet/Modulok/M1/Peulák/M1.F – Felzárkóztató peula – Johari, megfigyelés és SBI egyben (45’).md",poster,,legyártandó,produkciós szabályra vár,,Flipchart-sablon – „Melyik leckénél tartasz?” 5 soros állapot-tábla,vegyes,,,,R5
M1.F-POSZ-01::PRINTPDF,M1.F-POSZ-01,nyomtatható PDF,M1,M1.F,"02 Tervezet/Modulok/M1/Peulák/M1.F – Felzárkóztató peula – Johari, megfigyelés és SBI egyben (45’).md",poster,,legyártandó,produkciós szabályra vár,,Flipchart-sablon – „Melyik leckénél tartasz?” 5 soros állapot-tábla — nyomtatható PDF,vegyes,,,,R5
M2-HUB-DIA-01,M2-HUB-DIA-01,elsődleges,M2,M2-HUB,"02 Tervezet/Modulok/M2/M2 – Ki vagyok madrichként – Identitás, Somer-értékek és dugma ishit.md",diagram,,legyártandó,produkciós szabályra vár,,M2 modul fogalom-térkép (identitás–értékek–pillérek–határok & személyes példamutatás),AI-generált,,,,R5
M2-HUB-DIA-01::ALTTEXT,M2-HUB-DIA-01,alt-szöveg,M2,M2-HUB,"02 Tervezet/Modulok/M2/M2 – Ki vagyok madrichként – Identitás, Somer-értékek és dugma ishit.md",diagram,,legyártandó,produkciós szabályra vár,,M2 modul fogalom-térkép (identitás–értékek–pillérek–határok & személyes példamutatás) — alt-szöveg,AI-generált,,,,R5
M2.1-DIA-01,M2.1-DIA-01,elsődleges,M2,M2.1,02 Tervezet/Modulok/M2/Online leckék/M2.1 – Ki vagyok én madrichként – identitás-körök.md,diagram,,legyártandó,produkciós szabályra vár,,Identitás-körök koncentrikus diagram (animált),AI-generált,,,,R5
M2.1-DIA-01::ALTTEXT,M2.1-DIA-01,alt-szöveg,M2,M2.1,02 Tervezet/Modulok/M2/Online leckék/M2.1 – Ki vagyok én madrichként – identitás-körök.md,diagram,,legyártandó,produkciós szabályra vár,,Identitás-körök koncentrikus diagram (animált) — alt-szöveg,AI-generált,M2.1-DIA-01-ALT,"Koncentrikus körök diagram. Középen: ÉN. Kifelé haladva a körök: 1) Család / közeli kapcsolatok, 2) Zsidóság / zsidó közösség, 3) Somer / tnuá / kvuca, 4) Más köreim (iskola, barátok, online, aktivizmus). Az ábra azt mutatja, hogy az identitás több, egymást körülvevő körből épül fel.",0f45e421c3235a774c721185bf1220f6174a23d4c74868f6e524738589b00bce,R5
M2.1-IKO-01,M2.1-IKO-01,elsődleges,M2,M2.1,02 Tervezet/Modulok/M2/Online leckék/M2.1 – Ki vagyok én madrichként – identitás-körök.md,icon-set,,legyártandó,produkciós szabályra vár,,Outro ikon – kvuca-kör + next nyíl,AI-generált,,,,R5
M2.1-IKO-01::ALTTEXT,M2.1-IKO-01,alt-szöveg,M2,M2.1,02 Tervezet/Modulok/M2/Online leckék/M2.1 – Ki vagyok én madrichként – identitás-körök.md,icon-set,,legyártandó,produkciós szabályra vár,,Outro ikon – kvuca-kör + next nyíl — alt-szöveg,AI-generált,,,,R5
M2.1-ILL-01,M2.1-ILL-01,elsődleges,M2,M2.1,02 Tervezet/Modulok/M2/Online leckék/M2.1 – Ki vagyok én madrichként – identitás-körök.md,illustration,,legyártandó,produkciós szabályra vár,,Három jelenet – helyzetek illusztráció (SLIDE 3),AI-generált,,,,R5
M2.1-ILL-01::ALTTEXT,M2.1-ILL-01,alt-szöveg,M2,M2.1,02 Tervezet/Modulok/M2/Online leckék/M2.1 – Ki vagyok én madrichként – identitás-körök.md,illustration,,legyártandó,produkciós szabályra vár,,Három jelenet – helyzetek illusztráció (SLIDE 3) — alt-szöveg,AI-generált,,,,R5
M2.1-NAR-02,M2.1-NAR-02,elsődleges,M2,M2.1,02 Tervezet/Modulok/M2/Online leckék/M2.1 – Ki vagyok én madrichként – identitás-körök.md,voiceover,narration,legyártandó,produkciós szabályra vár,,Narráció – identitás-körök bevezetés (SLIDE 2),AI-generált,M2.1-NAR-02-VO,"„A középpontban te vagy, mint ‘ÉN’.
Körülötted ott a családod és a hozzád közel álló emberek.
Aztán a zsidósághoz, a zsidó közösséghez fűződő viszonyod – ez nálad annyira a sajátod, amennyire csak akarod: lehet születési, betért, vegyes családból hozott, kulturális, szekuláris vagy épp kérdező.
Kijjebb a Somer és a kvucáid.
És még kijjebb más köreid: suli, barátok, online terek, aktivizmus.

Amikor kvucával vagy, ezek a köreid **mind benne vannak** abban, ahogyan reagálsz,
ahogyan vezetsz, ahogyan jelen vagy.
A chanichok ebből rakják össze, hogy **milyen ember és milyen madrich vagy**,
és milyen értékeket képviselsz a saját személyes példáddal.”",182780a740b22f77278768a3b0ea6d24088847e455d0f86e4b84e5914e6cf2ac,R3
M2.1-NAR-02::CAPTIONS,M2.1-NAR-02,felirat,M2,M2.1,02 Tervezet/Modulok/M2/Online leckék/M2.1 – Ki vagyok én madrichként – identitás-körök.md,voiceover,narration,legyártandó,produkciós szabályra vár,,Narráció – identitás-körök bevezetés (SLIDE 2) — felirat,AI-generált,M2.1-NAR-02-VO,"„A középpontban te vagy, mint ‘ÉN’.
Körülötted ott a családod és a hozzád közel álló emberek.
Aztán a zsidósághoz, a zsidó közösséghez fűződő viszonyod – ez nálad annyira a sajátod, amennyire csak akarod: lehet születési, betért, vegyes családból hozott, kulturális, szekuláris vagy épp kérdező.
Kijjebb a Somer és a kvucáid.
És még kijjebb más köreid: suli, barátok, online terek, aktivizmus.

Amikor kvucával vagy, ezek a köreid **mind benne vannak** abban, ahogyan reagálsz,
ahogyan vezetsz, ahogyan jelen vagy.
A chanichok ebből rakják össze, hogy **milyen ember és milyen madrich vagy**,
és milyen értékeket képviselsz a saját személyes példáddal.”",182780a740b22f77278768a3b0ea6d24088847e455d0f86e4b84e5914e6cf2ac,R3
M2.1-NAR-02::TRANSCRIPT,M2.1-NAR-02,leirat,M2,M2.1,02 Tervezet/Modulok/M2/Online leckék/M2.1 – Ki vagyok én madrichként – identitás-körök.md,voiceover,narration,legyártandó,produkciós szabályra vár,,Narráció – identitás-körök bevezetés (SLIDE 2) — leirat,AI-generált,M2.1-NAR-02-VO,"„A középpontban te vagy, mint ‘ÉN’.
Körülötted ott a családod és a hozzád közel álló emberek.
Aztán a zsidósághoz, a zsidó közösséghez fűződő viszonyod – ez nálad annyira a sajátod, amennyire csak akarod: lehet születési, betért, vegyes családból hozott, kulturális, szekuláris vagy épp kérdező.
Kijjebb a Somer és a kvucáid.
És még kijjebb más köreid: suli, barátok, online terek, aktivizmus.

Amikor kvucával vagy, ezek a köreid **mind benne vannak** abban, ahogyan reagálsz,
ahogyan vezetsz, ahogyan jelen vagy.
A chanichok ebből rakják össze, hogy **milyen ember és milyen madrich vagy**,
és milyen értékeket képviselsz a saját személyes példáddal.”",182780a740b22f77278768a3b0ea6d24088847e455d0f86e4b84e5914e6cf2ac,R3
M2.1-NAR-03,M2.1-NAR-03,elsődleges,M2,M2.1,02 Tervezet/Modulok/M2/Online leckék/M2.1 – Ki vagyok én madrichként – identitás-körök.md,voiceover,narration,legyártandó,produkciós szabályra vár,,Narráció – helyzetek és körök (SLIDE 3),AI-generált,M2.1-NAR-03-VO,"„Ha egy chanichot kinevetnek, lehet, hogy eszedbe jut, milyen volt,
amikor téged csúfoltak – vagy amikor valaki kiállt melletted.

Egy Izrael-vitánál egyszerre szólalhat meg benned a zsidó identitásod,
a Somer, és a saját véleményed.

Ha kirekesztő vagy bántó mondatot hallasz, előjöhetnek someres élményeid,
vagy más közösségeid emlékei, ahol fontos volt az egyenlőség és a tisztelet.

Ezek a köreid együtt hatnak arra, hogyan reagálsz madrichként.
A chanichok ebből látják, milyen példát mutatsz nekik arra,
hogyan lehet emberekhez, konfliktusokhoz, vitákhoz hozzáállni.”",ea47fa7c8e1b8dbc1ee984368dffe34a63e699a88bfa45b3e8f9430e39b3bbc9,R3
M2.1-NAR-03::CAPTIONS,M2.1-NAR-03,felirat,M2,M2.1,02 Tervezet/Modulok/M2/Online leckék/M2.1 – Ki vagyok én madrichként – identitás-körök.md,voiceover,narration,legyártandó,produkciós szabályra vár,,Narráció – helyzetek és körök (SLIDE 3) — felirat,AI-generált,M2.1-NAR-03-VO,"„Ha egy chanichot kinevetnek, lehet, hogy eszedbe jut, milyen volt,
amikor téged csúfoltak – vagy amikor valaki kiállt melletted.

Egy Izrael-vitánál egyszerre szólalhat meg benned a zsidó identitásod,
a Somer, és a saját véleményed.

Ha kirekesztő vagy bántó mondatot hallasz, előjöhetnek someres élményeid,
vagy más közösségeid emlékei, ahol fontos volt az egyenlőség és a tisztelet.

Ezek a köreid együtt hatnak arra, hogyan reagálsz madrichként.
A chanichok ebből látják, milyen példát mutatsz nekik arra,
hogyan lehet emberekhez, konfliktusokhoz, vitákhoz hozzáállni.”",ea47fa7c8e1b8dbc1ee984368dffe34a63e699a88bfa45b3e8f9430e39b3bbc9,R3
M2.1-NAR-03::TRANSCRIPT,M2.1-NAR-03,leirat,M2,M2.1,02 Tervezet/Modulok/M2/Online leckék/M2.1 – Ki vagyok én madrichként – identitás-körök.md,voiceover,narration,legyártandó,produkciós szabályra vár,,Narráció – helyzetek és körök (SLIDE 3) — leirat,AI-generált,M2.1-NAR-03-VO,"„Ha egy chanichot kinevetnek, lehet, hogy eszedbe jut, milyen volt,
amikor téged csúfoltak – vagy amikor valaki kiállt melletted.

Egy Izrael-vitánál egyszerre szólalhat meg benned a zsidó identitásod,
a Somer, és a saját véleményed.

Ha kirekesztő vagy bántó mondatot hallasz, előjöhetnek someres élményeid,
vagy más közösségeid emlékei, ahol fontos volt az egyenlőség és a tisztelet.

Ezek a köreid együtt hatnak arra, hogyan reagálsz madrichként.
A chanichok ebből látják, milyen példát mutatsz nekik arra,
hogyan lehet emberekhez, konfliktusokhoz, vitákhoz hozzáállni.”",ea47fa7c8e1b8dbc1ee984368dffe34a63e699a88bfa45b3e8f9430e39b3bbc9,R3
M2.1-NAR-04,M2.1-NAR-04,elsődleges,M2,M2.1,02 Tervezet/Modulok/M2/Online leckék/M2.1 – Ki vagyok én madrichként – identitás-körök.md,voiceover,narration,legyártandó,produkciós szabályra vár,,Outro narráció – lezárás + híd M2.2-re,AI-generált,M2.1-NAR-04-VO,"„Köszi, hogy végigmentél ezen a leckén, és megrajzoltad a saját identitás-köreidet.
Most már jobban látod, milyen közegek hatnak rád madrichként,
és el tudsz kezdeni azon gondolkodni, mit szeretnél ebből tudatosan megmutatni a kvucádnak.

A következő lépés az lesz, hogy ránézünk a **vezető értékeidre**,
és arra, hogyan tudnak ezek iránytűként működni a peulákban.”",9e6c8f2a5b786c2a75881314fb4c34828e2e95b927b29f2531a7992b55ab6ba2,R3
M2.1-NAR-04::CAPTIONS,M2.1-NAR-04,felirat,M2,M2.1,02 Tervezet/Modulok/M2/Online leckék/M2.1 – Ki vagyok én madrichként – identitás-körök.md,voiceover,narration,legyártandó,produkciós szabályra vár,,Outro narráció – lezárás + híd M2.2-re — felirat,AI-generált,M2.1-NAR-04-VO,"„Köszi, hogy végigmentél ezen a leckén, és megrajzoltad a saját identitás-köreidet.
Most már jobban látod, milyen közegek hatnak rád madrichként,
és el tudsz kezdeni azon gondolkodni, mit szeretnél ebből tudatosan megmutatni a kvucádnak.

A következő lépés az lesz, hogy ránézünk a **vezető értékeidre**,
és arra, hogyan tudnak ezek iránytűként működni a peulákban.”",9e6c8f2a5b786c2a75881314fb4c34828e2e95b927b29f2531a7992b55ab6ba2,R3
M2.1-NAR-04::TRANSCRIPT,M2.1-NAR-04,leirat,M2,M2.1,02 Tervezet/Modulok/M2/Online leckék/M2.1 – Ki vagyok én madrichként – identitás-körök.md,voiceover,narration,legyártandó,produkciós szabályra vár,,Outro narráció – lezárás + híd M2.2-re — leirat,AI-generált,M2.1-NAR-04-VO,"„Köszi, hogy végigmentél ezen a leckén, és megrajzoltad a saját identitás-köreidet.
Most már jobban látod, milyen közegek hatnak rád madrichként,
és el tudsz kezdeni azon gondolkodni, mit szeretnél ebből tudatosan megmutatni a kvucádnak.

A következő lépés az lesz, hogy ránézünk a **vezető értékeidre**,
és arra, hogyan tudnak ezek iránytűként működni a peulákban.”",9e6c8f2a5b786c2a75881314fb4c34828e2e95b927b29f2531a7992b55ab6ba2,R3
M2.1-VID-01,M2.1-VID-01,elsődleges,M2,M2.1,02 Tervezet/Modulok/M2/Online leckék/M2.1 – Ki vagyok én madrichként – identitás-körök.md,video,ai-talking-head,legyártandó,jogtisztázás alatt,,Hook beszélő fej – „Te mitől vagy someres?”,AI-generált,M2.1-VID-01-VO,"„Szia!
Volt már olyan, hogy peula után odajött hozzád egy chanich,
és megkérdezte: *‘Te amúgy mitől vagy someres? Mitől vagy ilyen madrich?’*

Ha most 2 mondatban kellene válaszolnod, mit mondanál?

Ebben a leckében azt próbáljuk összerakni, **ki vagy te madrichként**,
és abból a chanichok **mit látnak, mit tanulnak** – akkor is, ha semmit nem magyarázol el.

A Somer nyelvén azt keressük, hogyan tudsz **személyes példamutatást** adni,
héberül: *dugma ishit*.”",9f29fb069c80ec8a0170b8dbabbcd50b0113f05540a31c6a95273b7ded0bb27a,"R2, R3"
M2.1-VID-01::VOICEOVER,M2.1-VID-01,felmondott hang,M2,M2.1,02 Tervezet/Modulok/M2/Online leckék/M2.1 – Ki vagyok én madrichként – identitás-körök.md,video,ai-talking-head,legyártandó,jogtisztázás alatt,,Hook beszélő fej – „Te mitől vagy someres?” — felmondott hang,AI-generált,M2.1-VID-01-VO,"„Szia!
Volt már olyan, hogy peula után odajött hozzád egy chanich,
és megkérdezte: *‘Te amúgy mitől vagy someres? Mitől vagy ilyen madrich?’*

Ha most 2 mondatban kellene válaszolnod, mit mondanál?

Ebben a leckében azt próbáljuk összerakni, **ki vagy te madrichként**,
és abból a chanichok **mit látnak, mit tanulnak** – akkor is, ha semmit nem magyarázol el.

A Somer nyelvén azt keressük, hogyan tudsz **személyes példamutatást** adni,
héberül: *dugma ishit*.”",9f29fb069c80ec8a0170b8dbabbcd50b0113f05540a31c6a95273b7ded0bb27a,"R2, R3"
M2.1-VID-01::CAPTIONS,M2.1-VID-01,felirat,M2,M2.1,02 Tervezet/Modulok/M2/Online leckék/M2.1 – Ki vagyok én madrichként – identitás-körök.md,video,ai-talking-head,legyártandó,jogtisztázás alatt,,Hook beszélő fej – „Te mitől vagy someres?” — felirat,AI-generált,M2.1-VID-01-VO,"„Szia!
Volt már olyan, hogy peula után odajött hozzád egy chanich,
és megkérdezte: *‘Te amúgy mitől vagy someres? Mitől vagy ilyen madrich?’*

Ha most 2 mondatban kellene válaszolnod, mit mondanál?

Ebben a leckében azt próbáljuk összerakni, **ki vagy te madrichként**,
és abból a chanichok **mit látnak, mit tanulnak** – akkor is, ha semmit nem magyarázol el.

A Somer nyelvén azt keressük, hogyan tudsz **személyes példamutatást** adni,
héberül: *dugma ishit*.”",9f29fb069c80ec8a0170b8dbabbcd50b0113f05540a31c6a95273b7ded0bb27a,"R2, R3"
M2.1-VID-01::TRANSCRIPT,M2.1-VID-01,leirat,M2,M2.1,02 Tervezet/Modulok/M2/Online leckék/M2.1 – Ki vagyok én madrichként – identitás-körök.md,video,ai-talking-head,legyártandó,jogtisztázás alatt,,Hook beszélő fej – „Te mitől vagy someres?” — leirat,AI-generált,M2.1-VID-01-VO,"„Szia!
Volt már olyan, hogy peula után odajött hozzád egy chanich,
és megkérdezte: *‘Te amúgy mitől vagy someres? Mitől vagy ilyen madrich?’*

Ha most 2 mondatban kellene válaszolnod, mit mondanál?

Ebben a leckében azt próbáljuk összerakni, **ki vagy te madrichként**,
és abból a chanichok **mit látnak, mit tanulnak** – akkor is, ha semmit nem magyarázol el.

A Somer nyelvén azt keressük, hogyan tudsz **személyes példamutatást** adni,
héberül: *dugma ishit*.”",9f29fb069c80ec8a0170b8dbabbcd50b0113f05540a31c6a95273b7ded0bb27a,"R2, R3"
M2.2-IKO-01,M2.2-IKO-01,elsődleges,M2,M2.2,02 Tervezet/Modulok/M2/Online leckék/M2.2 – Értékeim mint iránytű.md,icon-set,,legyártandó,produkciós szabályra vár,,"Ikon-készlet – „Mi az, hogy érték?” bulletpontokhoz",AI-generált,,,,R5
M2.2-ILL-01,M2.2-ILL-01,elsődleges,M2,M2.2,02 Tervezet/Modulok/M2/Online leckék/M2.2 – Értékeim mint iránytű.md,illustration,,legyártandó,produkciós szabályra vár,,"Statikus illusztráció (videó-alternatíva) – késő, szétesett kvuca",AI-generált,,,,R5
M2.2-ILL-01::ALTTEXT,M2.2-ILL-01,alt-szöveg,M2,M2.2,02 Tervezet/Modulok/M2/Online leckék/M2.2 – Értékeim mint iránytű.md,illustration,,legyártandó,produkciós szabályra vár,,"Statikus illusztráció (videó-alternatíva) – késő, szétesett kvuca — alt-szöveg",AI-generált,,,,R5
M2.2-ILL-02,M2.2-ILL-02,elsődleges,M2,M2.2,02 Tervezet/Modulok/M2/Online leckék/M2.2 – Értékeim mint iránytű.md,illustration,,legyártandó,produkciós szabályra vár,,Érték-szófelhő (14 értékkel),AI-generált,,,,R5
M2.2-ILL-02::ALTTEXT,M2.2-ILL-02,alt-szöveg,M2,M2.2,02 Tervezet/Modulok/M2/Online leckék/M2.2 – Értékeim mint iránytű.md,illustration,,legyártandó,produkciós szabályra vár,,Érték-szófelhő (14 értékkel) — alt-szöveg,AI-generált,,,,R5
M2.2-ILL-03,M2.2-ILL-03,elsődleges,M2,M2.2,02 Tervezet/Modulok/M2/Online leckék/M2.2 – Értékeim mint iránytű.md,illustration,,legyártandó,produkciós szabályra vár,,"Köszönőkártya (outro, videó-alternatíva)",AI-generált,,,,R5
M2.2-ILL-03::ALTTEXT,M2.2-ILL-03,alt-szöveg,M2,M2.2,02 Tervezet/Modulok/M2/Online leckék/M2.2 – Értékeim mint iránytű.md,illustration,,legyártandó,produkciós szabályra vár,,"Köszönőkártya (outro, videó-alternatíva) — alt-szöveg",AI-generált,,,,R5
M2.2-NAR-02,M2.2-NAR-02,elsődleges,M2,M2.2,02 Tervezet/Modulok/M2/Online leckék/M2.2 – Értékeim mint iránytű.md,voiceover,narration,legyártandó,produkciós szabályra vár,,"Narráció – „Mi az, hogy érték?” (Slide 2)",AI-generált,M2.2-NAR-02-VO,"„Érték az, ami alapján döntesz, akkor is, ha nem mondod ki.
Nem csak egy szép szó, hanem valami, ami tényleg irányítja a választásaidat.

Amikor madrich vagy, a chanichok **nem a szavaidból**,
hanem a döntéseidből és a reakcióidból szűrik le, hogy mik az értékeid.

A Somer tele van ilyen háttér-értékekkel: egyenlőség, közösség, társadalmi felelősség, igazságosság, kritikus gondolkodás…
A kérdés az, hogy **te melyik értékeidre akarsz építeni** madrichként.”",b7323b9241b041cbb69b6c6da127427003e830ccb6935c256fba3ce6b2cc74ac,R3
