old_id,old_type,old_file,old_category,old_generate_state,v2_asset_id,v2_deliverable_id,status,reason
M2.3-LEI-03,leirat-transzkript,Modulok/M2/Online leckék/M2.3 – Somer 3 pillére – mini-kapszula.md,szöveges-ekvivalens,produce,M2.3-VID-02,M2.3-VID-02::TRANSCRIPT,DERIVED_NOW,"a v2-ben a(z) M2.3-VID-02 `transcript` derivatívája, a szövegét a forrásblokk adja"
M2.3-NAR-01,narráció,Modulok/M2/Online leckék/M2.3 – Somer 3 pillére – mini-kapszula.md,digitális-generálandó,produce,M2.3-VID-01,M2.3-VID-01::VOICEOVER,DERIVED_NOW,"a v2-ben a(z) M2.3-VID-01 `voiceover` derivatívája, a szövegét a forrásblokk adja"
M2.3-NAR-02,narráció,Modulok/M2/Online leckék/M2.3 – Somer 3 pillére – mini-kapszula.md,digitális-generálandó,produce,M2.3-NAR-02,M2.3-NAR-02,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M2.3-NAR-03,narráció,Modulok/M2/Online leckék/M2.3 – Somer 3 pillére – mini-kapszula.md,digitális-generálandó,produce,M2.3-VID-02,M2.3-VID-02::VOICEOVER,DERIVED_NOW,"a v2-ben a(z) M2.3-VID-02 `voiceover` derivatívája, a szövegét a forrásblokk adja"
M2.3-VID-01,beszélőfej-videó,Modulok/M2/Online leckék/M2.3 – Somer 3 pillére – mini-kapszula.md,digitális-generálandó,produce,M2.3-VID-01,M2.3-VID-01,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M2.3-VID-02,beszélőfej-videó,Modulok/M2/Online leckék/M2.3 – Somer 3 pillére – mini-kapszula.md,digitális-generálandó,produce,M2.3-VID-02,M2.3-VID-02,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M2.4-ALT-01,alt-szöveg,Modulok/M2/Online leckék/M2.4 – Reflektív napló & határok – A dugma ishit nem terapeuta.md,szöveges-ekvivalens,produce,M2.4-ILL-01,M2.4-ILL-01::ALTTEXT,DERIVED_NOW,"a v2-ben a(z) M2.4-ILL-01 `alt-text` derivatívája, a szövegét a forrásblokk adja"
M2.4-ALT-02,alt-szöveg,Modulok/M2/Online leckék/M2.4 – Reflektív napló & határok – A dugma ishit nem terapeuta.md,szöveges-ekvivalens,produce,M2.4-IKO-01,M2.4-IKO-01::ALTTEXT,DERIVED_NOW,"a v2-ben a(z) M2.4-IKO-01 `alt-text` derivatívája, a szövegét a forrásblokk adja"
M2.4-ALT-03,alt-szöveg,Modulok/M2/Online leckék/M2.4 – Reflektív napló & határok – A dugma ishit nem terapeuta.md,szöveges-ekvivalens,produce,M2.4-DIA-01,M2.4-DIA-01::ALTTEXT,DERIVED_NOW,"a v2-ben a(z) M2.4-DIA-01 `alt-text` derivatívája, a szövegét a forrásblokk adja"
M2.4-ALT-04,alt-szöveg,Modulok/M2/Online leckék/M2.4 – Reflektív napló & határok – A dugma ishit nem terapeuta.md,szöveges-ekvivalens,produce,M2.4-IKO-02,M2.4-IKO-02::ALTTEXT,DERIVED_NOW,"a v2-ben a(z) M2.4-IKO-02 `alt-text` derivatívája, a szövegét a forrásblokk adja"
M2.4-ALT-05,alt-szöveg,Modulok/M2/Online leckék/M2.4 – Reflektív napló & határok – A dugma ishit nem terapeuta.md,szöveges-ekvivalens,produce,M2.4-DIA-02,M2.4-DIA-02::ALTTEXT,DERIVED_NOW,"a v2-ben a(z) M2.4-DIA-02 `alt-text` derivatívája, a szövegét a forrásblokk adja"
M2.4-ALT-06,alt-szöveg,Modulok/M2/Online leckék/M2.4 – Reflektív napló & határok – A dugma ishit nem terapeuta.md,szöveges-ekvivalens,produce,M2.4-ILL-02,M2.4-ILL-02::ALTTEXT,DERIVED_NOW,"a v2-ben a(z) M2.4-ILL-02 `alt-text` derivatívája, a szövegét a forrásblokk adja"
M2.4-DIA-01,animált-diagram,Modulok/M2/Online leckék/M2.4 – Reflektív napló & határok – A dugma ishit nem terapeuta.md,digitális-generálandó,produce,M2.4-DIA-01,M2.4-DIA-01,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M2.4-DIA-02,animált-diagram,Modulok/M2/Online leckék/M2.4 – Reflektív napló & határok – A dugma ishit nem terapeuta.md,digitális-generálandó,produce,M2.4-DIA-02,M2.4-DIA-02,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M2.4-FEL-01,felirat,Modulok/M2/Online leckék/M2.4 – Reflektív napló & határok – A dugma ishit nem terapeuta.md,szöveges-ekvivalens,produce,M2.4-VID-01,M2.4-VID-01::CAPTIONS,DERIVED_NOW,"a v2-ben a(z) M2.4-VID-01 `captions` derivatívája, a szövegét a forrásblokk adja"
M2.4-FEL-02,felirat,Modulok/M2/Online leckék/M2.4 – Reflektív napló & határok – A dugma ishit nem terapeuta.md,szöveges-ekvivalens,produce,M2.4-NAR-02,M2.4-NAR-02::CAPTIONS,DERIVED_NOW,"a v2-ben a(z) M2.4-NAR-02 `captions` derivatívája, a szövegét a forrásblokk adja"
M2.4-FEL-03,felirat,Modulok/M2/Online leckék/M2.4 – Reflektív napló & határok – A dugma ishit nem terapeuta.md,szöveges-ekvivalens,produce,M2.4-NAR-03,M2.4-NAR-03::CAPTIONS,DERIVED_NOW,"a v2-ben a(z) M2.4-NAR-03 `captions` derivatívája, a szövegét a forrásblokk adja"
M2.4-FEL-04,felirat,Modulok/M2/Online leckék/M2.4 – Reflektív napló & határok – A dugma ishit nem terapeuta.md,szöveges-ekvivalens,produce,M2.4-NAR-04,M2.4-NAR-04::CAPTIONS,DERIVED_NOW,"a v2-ben a(z) M2.4-NAR-04 `captions` derivatívája, a szövegét a forrásblokk adja"
M2.4-IKO-01,ikon-készlet,Modulok/M2/Online leckék/M2.4 – Reflektív napló & határok – A dugma ishit nem terapeuta.md,digitális-generálandó,produce,M2.4-IKO-01,M2.4-IKO-01,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M2.4-IKO-02,ikon-készlet,Modulok/M2/Online leckék/M2.4 – Reflektív napló & határok – A dugma ishit nem terapeuta.md,digitális-generálandó,produce,M2.4-IKO-02,M2.4-IKO-02,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M2.4-ILL-01,illusztráció,Modulok/M2/Online leckék/M2.4 – Reflektív napló & határok – A dugma ishit nem terapeuta.md,digitális-generálandó,produce,M2.4-ILL-01,M2.4-ILL-01,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M2.4-ILL-02,illusztráció,Modulok/M2/Online leckék/M2.4 – Reflektív napló & határok – A dugma ishit nem terapeuta.md,digitális-generálandó,produce,M2.4-ILL-02,M2.4-ILL-02,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M2.4-LEI-01,leirat-transzkript,Modulok/M2/Online leckék/M2.4 – Reflektív napló & határok – A dugma ishit nem terapeuta.md,szöveges-ekvivalens,produce,M2.4-VID-01,M2.4-VID-01::TRANSCRIPT,DERIVED_NOW,"a v2-ben a(z) M2.4-VID-01 `transcript` derivatívája, a szövegét a forrásblokk adja"
M2.4-LEI-02,leirat-transzkript,Modulok/M2/Online leckék/M2.4 – Reflektív napló & határok – A dugma ishit nem terapeuta.md,szöveges-ekvivalens,produce,M2.4-NAR-02,M2.4-NAR-02::TRANSCRIPT,DERIVED_NOW,"a v2-ben a(z) M2.4-NAR-02 `transcript` derivatívája, a szövegét a forrásblokk adja"
M2.4-LEI-03,leirat-transzkript,Modulok/M2/Online leckék/M2.4 – Reflektív napló & határok – A dugma ishit nem terapeuta.md,szöveges-ekvivalens,produce,M2.4-NAR-03,M2.4-NAR-03::TRANSCRIPT,DERIVED_NOW,"a v2-ben a(z) M2.4-NAR-03 `transcript` derivatívája, a szövegét a forrásblokk adja"
M2.4-LEI-04,leirat-transzkript,Modulok/M2/Online leckék/M2.4 – Reflektív napló & határok – A dugma ishit nem terapeuta.md,szöveges-ekvivalens,produce,M2.4-NAR-04,M2.4-NAR-04::TRANSCRIPT,DERIVED_NOW,"a v2-ben a(z) M2.4-NAR-04 `transcript` derivatívája, a szövegét a forrásblokk adja"
M2.4-NAR-01,narráció,Modulok/M2/Online leckék/M2.4 – Reflektív napló & határok – A dugma ishit nem terapeuta.md,digitális-generálandó,produce,M2.4-VID-01,M2.4-VID-01::VOICEOVER,DERIVED_NOW,"a v2-ben a(z) M2.4-VID-01 `voiceover` derivatívája, a szövegét a forrásblokk adja"
M2.4-NAR-02,narráció,Modulok/M2/Online leckék/M2.4 – Reflektív napló & határok – A dugma ishit nem terapeuta.md,digitális-generálandó,produce,M2.4-NAR-02,M2.4-NAR-02,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M2.4-NAR-03,narráció,Modulok/M2/Online leckék/M2.4 – Reflektív napló & határok – A dugma ishit nem terapeuta.md,digitális-generálandó,produce,M2.4-NAR-03,M2.4-NAR-03,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M2.4-NAR-04,narráció,Modulok/M2/Online leckék/M2.4 – Reflektív napló & határok – A dugma ishit nem terapeuta.md,digitális-generálandó,produce,M2.4-NAR-04,M2.4-NAR-04,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M2.4-VID-01,beszélőfej-videó,Modulok/M2/Online leckék/M2.4 – Reflektív napló & határok – A dugma ishit nem terapeuta.md,digitális-generálandó,produce,M2.4-VID-01,M2.4-VID-01,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M2.A-KART-01,print-kártya,Modulok/M2/Peulák/M2.A – Identitás-körök élőben – mit mutatok magamból (45’).md,print-fizikai,produce,M2.A-KART-01,M2.A-KART-01,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M2.A-KART-03,print-kártya,Modulok/M2/Peulák/M2.A – Identitás-körök élőben – mit mutatok magamból (45’).md,print-fizikai,produce,M2.A-KART-03,M2.A-KART-03,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M2.A-MUNK-01,print-munkalap,Modulok/M2/Peulák/M2.A – Identitás-körök élőben – mit mutatok magamból (45’).md,print-fizikai,produce,M2.A-MUNK-01,M2.A-MUNK-01,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M2.A-POSZ-01,print-poszter,Modulok/M2/Peulák/M2.A – Identitás-körök élőben – mit mutatok magamból (45’).md,print-fizikai,produce,M2.A-POSZ-01,M2.A-POSZ-01,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M2.B-KART-01,print-kártya,"Modulok/M2/Peulák/M2.B – Somer-értékek a gyakorlatban – döntések, amelyek tanítanak.md",print-fizikai,produce,M2.B-KART-01,M2.B-KART-01,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M2.B-KART-02,print-kártya,"Modulok/M2/Peulák/M2.B – Somer-értékek a gyakorlatban – döntések, amelyek tanítanak.md",print-fizikai,produce,M2.B-KART-02,M2.B-KART-02,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M2.B-MUNK-01,print-munkalap,"Modulok/M2/Peulák/M2.B – Somer-értékek a gyakorlatban – döntések, amelyek tanítanak.md",print-fizikai,produce,M2.B-MUNK-01,M2.B-MUNK-01,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M2.B-MUNK-02,print-munkalap,"Modulok/M2/Peulák/M2.B – Somer-értékek a gyakorlatban – döntések, amelyek tanítanak.md",print-fizikai,produce,M2.B-MUNK-02,M2.B-MUNK-02,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M2.B-MUNK-03,print-munkalap,"Modulok/M2/Peulák/M2.B – Somer-értékek a gyakorlatban – döntések, amelyek tanítanak.md",print-fizikai,produce,M2.B-MUNK-03,M2.B-MUNK-03,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M2.B-POSZ-01,print-poszter,"Modulok/M2/Peulák/M2.B – Somer-értékek a gyakorlatban – döntések, amelyek tanítanak.md",print-fizikai,produce,M2.B-POSZ-01,M2.B-POSZ-01,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M2.F-MUNK-01,print-munkalap,"Modulok/M2/Peulák/M2.F – Felzárkóztató peula – Identitás, értékek, pillérek, személyes példamutatás (Study Lab).md",print-fizikai,produce,M2.F-MUNK-01,M2.F-MUNK-01,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M2.F-MUNK-02,print-munkalap,"Modulok/M2/Peulák/M2.F – Felzárkóztató peula – Identitás, értékek, pillérek, személyes példamutatás (Study Lab).md",print-fizikai,produce,M2.F-MUNK-02,M2.F-MUNK-02,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M2.F-POSZ-01,print-poszter,"Modulok/M2/Peulák/M2.F – Felzárkóztató peula – Identitás, értékek, pillérek, személyes példamutatás (Study Lab).md",print-fizikai,produce,M2.F-POSZ-01,M2.F-POSZ-01,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M2.F-POSZ-02,print-poszter,"Modulok/M2/Peulák/M2.F – Felzárkóztató peula – Identitás, értékek, pillérek, személyes példamutatás (Study Lab).md",print-fizikai,produce,M2.F-POSZ-02,M2.F-POSZ-02,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M3.1-ALT-01,alt-szöveg,Modulok/M3/Online leckék/M3.1 – Történetek egy kvucáról – Tuckman-szakaszok felismerése.md,szöveges-ekvivalens,produce,M3.1-DIA-01,M3.1-DIA-01::ALTTEXT,DERIVED_NOW,"a v2-ben a(z) M3.1-DIA-01 `alt-text` derivatívája, a szövegét a forrásblokk adja"
M3.1-ALT-02,alt-szöveg,Modulok/M3/Online leckék/M3.1 – Történetek egy kvucáról – Tuckman-szakaszok felismerése.md,szöveges-ekvivalens,produce,M3.1-ILL-01,M3.1-ILL-01::ALTTEXT,DERIVED_NOW,"a v2-ben a(z) M3.1-ILL-01 `alt-text` derivatívája, a szövegét a forrásblokk adja"
M3.1-ALT-03,alt-szöveg,Modulok/M3/Online leckék/M3.1 – Történetek egy kvucáról – Tuckman-szakaszok felismerése.md,szöveges-ekvivalens,produce,M3.1-ILL-02,M3.1-ILL-02::ALTTEXT,DERIVED_NOW,"a v2-ben a(z) M3.1-ILL-02 `alt-text` derivatívája, a szövegét a forrásblokk adja"
M3.1-ALT-04,alt-szöveg,Modulok/M3/Online leckék/M3.1 – Történetek egy kvucáról – Tuckman-szakaszok felismerése.md,szöveges-ekvivalens,produce,M3.1-ILL-03,M3.1-ILL-03::ALTTEXT,DERIVED_NOW,"a v2-ben a(z) M3.1-ILL-03 `alt-text` derivatívája, a szövegét a forrásblokk adja"
M3.1-ALT-05,alt-szöveg,Modulok/M3/Online leckék/M3.1 – Történetek egy kvucáról – Tuckman-szakaszok felismerése.md,szöveges-ekvivalens,produce,M3.1-ILL-04,M3.1-ILL-04::ALTTEXT,DERIVED_NOW,"a v2-ben a(z) M3.1-ILL-04 `alt-text` derivatívája, a szövegét a forrásblokk adja"
M3.1-DIA-01,animált-diagram,Modulok/M3/Online leckék/M3.1 – Történetek egy kvucáról – Tuckman-szakaszok felismerése.md,digitális-generálandó,produce,M3.1-DIA-01,M3.1-DIA-01,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M3.1-FEL-01,felirat,Modulok/M3/Online leckék/M3.1 – Történetek egy kvucáról – Tuckman-szakaszok felismerése.md,szöveges-ekvivalens,produce,M3.1-VID-01,M3.1-VID-01::CAPTIONS,DERIVED_NOW,"a v2-ben a(z) M3.1-VID-01 `captions` derivatívája, a szövegét a forrásblokk adja"
M3.1-FEL-02,felirat,Modulok/M3/Online leckék/M3.1 – Történetek egy kvucáról – Tuckman-szakaszok felismerése.md,szöveges-ekvivalens,produce,M3.1-NAR-02,M3.1-NAR-02::CAPTIONS,DERIVED_NOW,"a v2-ben a(z) M3.1-NAR-02 `captions` derivatívája, a szövegét a forrásblokk adja"
M3.1-FEL-03,felirat,Modulok/M3/Online leckék/M3.1 – Történetek egy kvucáról – Tuckman-szakaszok felismerése.md,szöveges-ekvivalens,produce,M3.1-NAR-03,M3.1-NAR-03::CAPTIONS,DERIVED_NOW,"a v2-ben a(z) M3.1-NAR-03 `captions` derivatívája, a szövegét a forrásblokk adja"
M3.1-FEL-04,felirat,Modulok/M3/Online leckék/M3.1 – Történetek egy kvucáról – Tuckman-szakaszok felismerése.md,szöveges-ekvivalens,produce,M3.1-NAR-04,M3.1-NAR-04::CAPTIONS,DERIVED_NOW,"a v2-ben a(z) M3.1-NAR-04 `captions` derivatívája, a szövegét a forrásblokk adja"
M3.1-FEL-05,felirat,Modulok/M3/Online leckék/M3.1 – Történetek egy kvucáról – Tuckman-szakaszok felismerése.md,szöveges-ekvivalens,produce,M3.1-NAR-05,M3.1-NAR-05::CAPTIONS,DERIVED_NOW,"a v2-ben a(z) M3.1-NAR-05 `captions` derivatívája, a szövegét a forrásblokk adja"
M3.1-IKO-01,ikon-készlet,Modulok/M3/Online leckék/M3.1 – Történetek egy kvucáról – Tuckman-szakaszok felismerése.md,digitális-generálandó,produce,M3.1-IKO-01,M3.1-IKO-01,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M3.1-ILL-01,illusztráció,Modulok/M3/Online leckék/M3.1 – Történetek egy kvucáról – Tuckman-szakaszok felismerése.md,digitális-generálandó,produce,M3.1-ILL-01,M3.1-ILL-01,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M3.1-ILL-02,illusztráció,Modulok/M3/Online leckék/M3.1 – Történetek egy kvucáról – Tuckman-szakaszok felismerése.md,digitális-generálandó,produce,M3.1-ILL-02,M3.1-ILL-02,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M3.1-ILL-03,illusztráció,Modulok/M3/Online leckék/M3.1 – Történetek egy kvucáról – Tuckman-szakaszok felismerése.md,digitális-generálandó,produce,M3.1-ILL-03,M3.1-ILL-03,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M3.1-ILL-04,illusztráció,Modulok/M3/Online leckék/M3.1 – Történetek egy kvucáról – Tuckman-szakaszok felismerése.md,digitális-generálandó,produce,M3.1-ILL-04,M3.1-ILL-04,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M3.1-LEI-01,leirat-transzkript,Modulok/M3/Online leckék/M3.1 – Történetek egy kvucáról – Tuckman-szakaszok felismerése.md,szöveges-ekvivalens,produce,M3.1-VID-01,M3.1-VID-01::TRANSCRIPT,DERIVED_NOW,"a v2-ben a(z) M3.1-VID-01 `transcript` derivatívája, a szövegét a forrásblokk adja"
M3.1-LEI-02,leirat-transzkript,Modulok/M3/Online leckék/M3.1 – Történetek egy kvucáról – Tuckman-szakaszok felismerése.md,szöveges-ekvivalens,produce,M3.1-NAR-02,M3.1-NAR-02::TRANSCRIPT,DERIVED_NOW,"a v2-ben a(z) M3.1-NAR-02 `transcript` derivatívája, a szövegét a forrásblokk adja"
M3.1-LEI-03,leirat-transzkript,Modulok/M3/Online leckék/M3.1 – Történetek egy kvucáról – Tuckman-szakaszok felismerése.md,szöveges-ekvivalens,produce,M3.1-NAR-03,M3.1-NAR-03::TRANSCRIPT,DERIVED_NOW,"a v2-ben a(z) M3.1-NAR-03 `transcript` derivatívája, a szövegét a forrásblokk adja"
M3.1-LEI-04,leirat-transzkript,Modulok/M3/Online leckék/M3.1 – Történetek egy kvucáról – Tuckman-szakaszok felismerése.md,szöveges-ekvivalens,produce,M3.1-NAR-04,M3.1-NAR-04::TRANSCRIPT,DERIVED_NOW,"a v2-ben a(z) M3.1-NAR-04 `transcript` derivatívája, a szövegét a forrásblokk adja"
M3.1-LEI-05,leirat-transzkript,Modulok/M3/Online leckék/M3.1 – Történetek egy kvucáról – Tuckman-szakaszok felismerése.md,szöveges-ekvivalens,produce,M3.1-NAR-05,M3.1-NAR-05::TRANSCRIPT,DERIVED_NOW,"a v2-ben a(z) M3.1-NAR-05 `transcript` derivatívája, a szövegét a forrásblokk adja"
M3.1-NAR-01,narráció,Modulok/M3/Online leckék/M3.1 – Történetek egy kvucáról – Tuckman-szakaszok felismerése.md,digitális-generálandó,produce,M3.1-VID-01,M3.1-VID-01::VOICEOVER,DERIVED_NOW,"a v2-ben a(z) M3.1-VID-01 `voiceover` derivatívája, a szövegét a forrásblokk adja"
M3.1-NAR-02,narráció,Modulok/M3/Online leckék/M3.1 – Történetek egy kvucáról – Tuckman-szakaszok felismerése.md,digitális-generálandó,produce,M3.1-NAR-02,M3.1-NAR-02,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M3.1-NAR-03,narráció,Modulok/M3/Online leckék/M3.1 – Történetek egy kvucáról – Tuckman-szakaszok felismerése.md,digitális-generálandó,produce,M3.1-NAR-03,M3.1-NAR-03,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M3.1-NAR-04,narráció,Modulok/M3/Online leckék/M3.1 – Történetek egy kvucáról – Tuckman-szakaszok felismerése.md,digitális-generálandó,produce,M3.1-NAR-04,M3.1-NAR-04,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M3.1-NAR-05,narráció,Modulok/M3/Online leckék/M3.1 – Történetek egy kvucáról – Tuckman-szakaszok felismerése.md,digitális-generálandó,produce,M3.1-NAR-05,M3.1-NAR-05,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M3.1-VID-01,beszélőfej-videó,Modulok/M3/Online leckék/M3.1 – Történetek egy kvucáról – Tuckman-szakaszok felismerése.md,digitális-generálandó,produce,M3.1-VID-01,M3.1-VID-01,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M3.2-ALT-01,alt-szöveg,"Modulok/M3/Online leckék/M3.2 – Parparim, Kivsza, Leviatan, Zorea – 4 kvuca, 4 világ.md",szöveges-ekvivalens,produce,M3.2-IKO-01,M3.2-IKO-01::ALTTEXT,DERIVED_NOW,"a v2-ben a(z) M3.2-IKO-01 `alt-text` derivatívája, a szövegét a forrásblokk adja"
M3.2-ALT-02,alt-szöveg,"Modulok/M3/Online leckék/M3.2 – Parparim, Kivsza, Leviatan, Zorea – 4 kvuca, 4 világ.md",szöveges-ekvivalens,produce,M3.2-DIA-01,M3.2-DIA-01::ALTTEXT,DERIVED_NOW,"a v2-ben a(z) M3.2-DIA-01 `alt-text` derivatívája, a szövegét a forrásblokk adja"
M3.2-ALT-03,alt-szöveg,"Modulok/M3/Online leckék/M3.2 – Parparim, Kivsza, Leviatan, Zorea – 4 kvuca, 4 világ.md",szöveges-ekvivalens,produce,M3.2-DIA-02,M3.2-DIA-02::ALTTEXT,DERIVED_NOW,"a v2-ben a(z) M3.2-DIA-02 `alt-text` derivatívája, a szövegét a forrásblokk adja"
M3.2-ALT-04,alt-szöveg,"Modulok/M3/Online leckék/M3.2 – Parparim, Kivsza, Leviatan, Zorea – 4 kvuca, 4 világ.md",szöveges-ekvivalens,produce,M3.2-DIA-03,M3.2-DIA-03::ALTTEXT,DERIVED_NOW,"a v2-ben a(z) M3.2-DIA-03 `alt-text` derivatívája, a szövegét a forrásblokk adja"
M3.2-ALT-05,alt-szöveg,"Modulok/M3/Online leckék/M3.2 – Parparim, Kivsza, Leviatan, Zorea – 4 kvuca, 4 világ.md",szöveges-ekvivalens,produce,M3.2-DIA-04,M3.2-DIA-04::ALTTEXT,DERIVED_NOW,"a v2-ben a(z) M3.2-DIA-04 `alt-text` derivatívája, a szövegét a forrásblokk adja"
M3.2-DIA-01,animált-diagram,"Modulok/M3/Online leckék/M3.2 – Parparim, Kivsza, Leviatan, Zorea – 4 kvuca, 4 világ.md",digitális-generálandó,produce,M3.2-DIA-01,M3.2-DIA-01,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M3.2-DIA-02,animált-diagram,"Modulok/M3/Online leckék/M3.2 – Parparim, Kivsza, Leviatan, Zorea – 4 kvuca, 4 világ.md",digitális-generálandó,produce,M3.2-DIA-02,M3.2-DIA-02,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M3.2-DIA-03,animált-diagram,"Modulok/M3/Online leckék/M3.2 – Parparim, Kivsza, Leviatan, Zorea – 4 kvuca, 4 világ.md",digitális-generálandó,produce,M3.2-DIA-03,M3.2-DIA-03,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M3.2-DIA-04,animált-diagram,"Modulok/M3/Online leckék/M3.2 – Parparim, Kivsza, Leviatan, Zorea – 4 kvuca, 4 világ.md",digitális-generálandó,produce,M3.2-DIA-04,M3.2-DIA-04,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M3.2-EGY-01,egyéb,"Modulok/M3/Online leckék/M3.2 – Parparim, Kivsza, Leviatan, Zorea – 4 kvuca, 4 világ.md",digitális-generálandó,produce,M3.2-EGY-01,M3.2-EGY-01,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M3.2-EGY-02,egyéb,"Modulok/M3/Online leckék/M3.2 – Parparim, Kivsza, Leviatan, Zorea – 4 kvuca, 4 világ.md",digitális-generálandó,produce,M3.2-EGY-02,M3.2-EGY-02,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M3.2-FEL-01,felirat,"Modulok/M3/Online leckék/M3.2 – Parparim, Kivsza, Leviatan, Zorea – 4 kvuca, 4 világ.md",szöveges-ekvivalens,produce,M3.2-VID-01,M3.2-VID-01::CAPTIONS,DERIVED_NOW,"a v2-ben a(z) M3.2-VID-01 `captions` derivatívája, a szövegét a forrásblokk adja"
M3.2-FEL-02,felirat,"Modulok/M3/Online leckék/M3.2 – Parparim, Kivsza, Leviatan, Zorea – 4 kvuca, 4 világ.md",szöveges-ekvivalens,produce,M3.2-NAR-02,M3.2-NAR-02::CAPTIONS,DERIVED_NOW,"a v2-ben a(z) M3.2-NAR-02 `captions` derivatívája, a szövegét a forrásblokk adja"
M3.2-FEL-03,felirat,"Modulok/M3/Online leckék/M3.2 – Parparim, Kivsza, Leviatan, Zorea – 4 kvuca, 4 világ.md",szöveges-ekvivalens,produce,M3.2-NAR-03,M3.2-NAR-03::CAPTIONS,DERIVED_NOW,"a v2-ben a(z) M3.2-NAR-03 `captions` derivatívája, a szövegét a forrásblokk adja"
M3.2-FEL-04,felirat,"Modulok/M3/Online leckék/M3.2 – Parparim, Kivsza, Leviatan, Zorea – 4 kvuca, 4 világ.md",szöveges-ekvivalens,produce,M3.2-NAR-04,M3.2-NAR-04::CAPTIONS,DERIVED_NOW,"a v2-ben a(z) M3.2-NAR-04 `captions` derivatívája, a szövegét a forrásblokk adja"
M3.2-FEL-05,felirat,"Modulok/M3/Online leckék/M3.2 – Parparim, Kivsza, Leviatan, Zorea – 4 kvuca, 4 világ.md",szöveges-ekvivalens,produce,M3.2-NAR-05,M3.2-NAR-05::CAPTIONS,DERIVED_NOW,"a v2-ben a(z) M3.2-NAR-05 `captions` derivatívája, a szövegét a forrásblokk adja"
M3.2-IKO-01,ikon-készlet,"Modulok/M3/Online leckék/M3.2 – Parparim, Kivsza, Leviatan, Zorea – 4 kvuca, 4 világ.md",digitális-generálandó,produce,M3.2-IKO-01,M3.2-IKO-01,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M3.2-LEI-01,leirat-transzkript,"Modulok/M3/Online leckék/M3.2 – Parparim, Kivsza, Leviatan, Zorea – 4 kvuca, 4 világ.md",szöveges-ekvivalens,produce,M3.2-VID-01,M3.2-VID-01::TRANSCRIPT,DERIVED_NOW,"a v2-ben a(z) M3.2-VID-01 `transcript` derivatívája, a szövegét a forrásblokk adja"
