ID,Modul,Egység,Fájltípus,Forrásfájl,Sor,Típus,Altípus,Produkciós mód,Státusz,Készültségi akadály,Cím,Mit kell gyártani,Miért (cél),Forrásblokk,Felmondandó / generálandó szöveg (élő forrásból),Forrás-hash,Alt-forrásblokk,Alt-szöveg (élő forrásból),A11y,Eredet,Eredet-megjegyzés,Tech-spec,Derivatívák,Deliverable-ek,Újrahasznosítás célja,Külső forrás,Blokkolók,Produkciós szabályok,Emberi döntés,Megjegyzés,Spec-hash,Régi ID-k
M4.1-VID-01,M4,M4.1,online-lecke,02 Tervezet/Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md,109,video,ai-talking-head,legyártandó,jogtisztázás alatt,,Hook beszélő-fej videó – „Mit gondolnak rólad az első 5 másodpercben?”,"16:9 AI beszélő-fej videó, kb. 35–40 mp, semleges egyszerű háttérrel. Tartalom: belépés a peulára, minden szem rád néz, a test üzen mielőtt megszólalnál; cél nem a színészkedés, hanem 1-2 tudatos fókusz. A videó sarkára/aljára jól látható tanulói AI-címke égetve/overlayként: „🤖 Ez a videó generatív AI-val készült.”","Bevonás, ráérezni, hogy a test már a megszólalás előtt üzen; a lecke érzelmi belépője.",M4.1-VID-01-VO,"„Képzeld el, hogy öt perc múlva kezdődik a peulád.
Belépsz a szobába, ott ül egy kvuca,
és hirtelen **minden szem rád néz**.

Még egy szót sem szóltál,
de már látják, hogyan állsz, hova nézel,
mennyire tűnsz jelenlévőnek vagy befeszültnek.

Ez a lecke arról szól,
hogy **mit üzen a tested** ezekben az első pillanatokban,
és mit tehetsz azért,
hogy a kvucád könnyebben tudjon **kapcsolódni hozzád**.

Nem az a cél, hogy színész legyél,
hanem hogy tudd, **mi látszik rajtad**,
és legyen 1–2 dolog, amire tudatosan figyelsz.”",b05b9278b21f46beaea4cead8620da9e0bb11d6aabe58408bd15d12560385024,,,"audio: spoken; visual: decorative; alt_note: a videóelem dekoratív: a tartalmat a felirat és a leirat szó szerint lefedi; note: Kapcsolható, szinkronban futó magyar felirat (verbatim) + leirat kötelező; WCAG 1.2.2 Captions (A).",AI-generált,AI-generált,"note: 16:9, ~35–40 mp, magyar narráció (férfi/női hang), semleges háttér, mobil-first; látható AI-címke overlay.","voiceover, captions, transcript","M4.1-VID-01, M4.1-VID-01::VOICEOVER, M4.1-VID-01::CAPTIONS, M4.1-VID-01::TRANSCRIPT",,,"R2, R3","R1, R2, R3",,"Összetartozik a M4.1-VID-01::VOICEOVER narrációval, a M4.1-VID-01::CAPTIONS felirattal, a M4.1-VID-01::TRANSCRIPT leirattal és a M4.1-IKO-01 AI-címke ikonnal (mind SLIDE 1). A SLIDE 1 Single Choice poll tiszta szöveges UI, nem legyártandó média-asset.",f2e641d99dfc5d3114f9892e745dda4441f918db1041d7e6f852f97e7edf0cee,asset: M4.1-VID-01 | voiceover: M4.1-NAR-01 | captions: M4.1-FEL-01 | transcript: M4.1-LEI-01
M4.1-VID-02,M4,M4.1,online-lecke,02 Tervezet/Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md,532,video,interactive,legyártandó,blokkolt,nincs felmondható forrásszöveg; nyitott emberi döntés,Interactive Video – 3 madrich-kiállás mini-jelenettel + beágyazott kérdések,"H5P Interactive Video, kb. 2 perc, 3 mini-jelenettel; mindhárom jelenet után megáll és beágyazott kérdés ugrik fel (2 Single Choice + 1 Free Text). Lásd a 3 jelenet-videót külön (M4.1-VID-03/04/05).","Élő példákon láthatóvá tenni „kevésbé szerencsés” és „inkább segítő” kiállásokat, beágyazott reflexióval.",,,,,,audio: spoken; visual: decorative; alt_note: a videóelem dekoratív: a tartalmat a felirat és a leirat szó szerint lefedi; note: Magyar felirat (M4.1-VID-02::CAPTIONS) + leirat (M4.1-VID-02::TRANSCRIPT) mindhárom jelenethez; billentyűzet/fókusz a jegyzet szerint (293-300).,AI-generált,AI-generált,"note: ~2 perc össz., H5P Interactive Video, mobil-first; beágyazott kérdés-interakciók.","captions, transcript","M4.1-VID-02, M4.1-VID-02::CAPTIONS, M4.1-VID-02::TRANSCRIPT",,,R3,"R1, R3","Az Interactive Video hangsávja a három jelenet narrációjából áll össze (M4.1-NAR-03/04/05), önálló szkriptje nincs; a v1 leltár viszont ehhez a konténerhez rendelte a felirat- és leirat-sort (M4.1-FEL-03 / M4.1-LEI-02), és a jelenetek jegyzete is ide mutat. El kell dönteni, hogy a felirat- és leiratfájlt a konténer kapja-e (a három szkript összefűzésével), vagy jelenetenként készül — addig a konténer felirata nem gyártható. A három szkript szövege a regiszterben megvan.","Konténer a 3 jelenethez (M4.1-VID-03/04/05). A beágyazott Single Choice / Free Text kérdések tiszta szöveges UI-elemek, nem külön legyártandó média-asset.",e99569ec70628d92415389449ff94ceedf6dec50ba72b7285666ca92b9cb34c7,asset: M4.1-VID-02 | captions: M4.1-FEL-03 | transcript: M4.1-LEI-02
M4.1-VID-03,M4,M4.1,online-lecke,02 Tervezet/Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md,579,video,explainer,legyártandó,produkciós szabályra vár,,Jelenet 1 karaktervideó – „Jegyzetbe bújó madrich”,"20–25 mp AI-generált karakter-jelenetvideó (teljesalakos, nem beszélő-fej): madrich a terem elején, előreeső vállak, papírba mélyed, tekintet végig lefelé, alig néz fel; „kevésbé szerencsés” kiállás. Narrációval (lásd M4.1-NAR-03).",Defenzív/elbújó testtartás vizuális példája az IV-ben.,M4.1-NAR-03-VO,"„Nézd meg ezt a madrichot.
A papírra koncentrál, a válla kicsit beesik,
a tekintete szinte végig lefelé van.

Ha chanich lennél,
mennyire éreznéd azt, hogy **neked beszél**,
és mennyire azt, hogy inkább a lapja mögé próbál bújni?”",238cf16a5267908340151ce359db0c67f3cc2e67b8ef8837919d390808992c45,,,audio: spoken; visual: decorative; alt_note: a videóelem dekoratív: a tartalmat a felirat és a leirat szó szerint lefedi; note: Felirat + leirat (M4.1-VID-02::CAPTIONS / M4.1-VID-02::TRANSCRIPT); ebből vesznek freeze-frame-et a SLIDE 4-hez.,AI-generált,AI-generált,"note: ~20–25 mp, AI-generált teljesalakos karakterjelenet, magyar narráció.","captions, transcript","M4.1-VID-03, M4.1-VID-03::CAPTIONS, M4.1-VID-03::TRANSCRIPT",,,R3,"R1, R3",,"Beágyazva M4.1-VID-02-be; freeze-frame forrása a SLIDE 4 képpárokhoz. Típus „egyéb”, mert teljes testtartást mutató jelenetvideó, nem beszélő-fej.",961b76f80827f6503452826c0a0ab1b68f969f885f780180dd94e2a8124dadf1,asset: M4.1-VID-03
M4.1-VID-04,M4,M4.1,online-lecke,02 Tervezet/Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md,621,video,explainer,legyártandó,produkciós szabályra vár,,Jelenet 2 karaktervideó – „Ideges topogó madrich”,"20–25 mp AI-generált karakter-jelenetvideó (teljesalakos): madrich lábról lábra billeg, sokat mozog/topog, gyorsan beszél, kezei állandóan járnak; túlmozgásos kiállás. Narrációval (M4.1-NAR-04).",Túlpörgés/zavaró mozgás vizuális példája.,M4.1-NAR-04-VO,"„Most nézd meg ezt a helyzetet.
A madrich sokat mozog, topog, gyorsan beszél,
a kezei állandóan járnak.

Lehet, hogy nagyon lelkes,
de vajon a kvuca mit érez ebből?”",75b533175ae473acf7e5c06694f94e295ed6c5a4253ca974360a9f8dab2e239d,,,audio: spoken; visual: decorative; alt_note: a videóelem dekoratív: a tartalmat a felirat és a leirat szó szerint lefedi; note: Felirat + leirat (M4.1-VID-02::CAPTIONS / M4.1-VID-02::TRANSCRIPT).,AI-generált,AI-generált,"note: ~20–25 mp, AI-generált teljesalakos karakterjelenet, magyar narráció.","captions, transcript","M4.1-VID-04, M4.1-VID-04::CAPTIONS, M4.1-VID-04::TRANSCRIPT",,,R3,"R1, R3",,"Beágyazva M4.1-VID-02-be. Típus „egyéb”, mert teljes testtartást/mozgást mutató jelenetvideó, nem beszélő-fej.",6f325b9beeda943a9b9424e5160222cc056f2cf046d0c6eda53a001960987070,asset: M4.1-VID-04
M4.1-VID-05,M4,M4.1,online-lecke,02 Tervezet/Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md,663,video,explainer,legyártandó,produkciós szabályra vár,,"Jelenet 3 karaktervideó – „Nyitott, stabil madrich”","20–25 mp AI-generált karakter-jelenetvideó (teljesalakos): madrich két lábon stabilan áll, laza vállak, körbenéz, majd röviden, érthetően megszólal („Sziasztok, ma arról fogunk beszélni…”); „inkább segítő” kiállás. Narrációval (M4.1-NAR-05).","Pozitív/segítő, nyitott-stabil kiállás vizuális mintája.",M4.1-NAR-05-VO,"„Most nézd meg a harmadik példát.
A madrich két lábon stabilan áll,
a vállai lazák,
és mielőtt beszél, **végignéz** a csoporton.

Aztán röviden, érthetően mondja:
‘Sziasztok, ma arról fogunk beszélni, hogy…’.”",c53816fbeea8d287ededc2a5edfc2cc2b63b2e595e52935c46c714f54444ce3e,,,audio: spoken; visual: decorative; alt_note: a videóelem dekoratív: a tartalmat a felirat és a leirat szó szerint lefedi; note: Felirat + leirat (M4.1-VID-02::CAPTIONS / M4.1-VID-02::TRANSCRIPT); freeze-frame forrása a SLIDE 4-hez.,AI-generált,AI-generált,"note: ~20–25 mp, AI-generált teljesalakos karakterjelenet, magyar narráció.","captions, transcript","M4.1-VID-05, M4.1-VID-05::CAPTIONS, M4.1-VID-05::TRANSCRIPT",,,R3,"R1, R3",,"Beágyazva M4.1-VID-02-be; freeze-frame forrása a SLIDE 4 képpárokhoz. Típus „egyéb”, mert teljes testtartást mutató jelenetvideó, nem beszélő-fej.",cd2a505d800cd3e92c82adf62e17565e6da10a7247ef9cdcb06a575eef988732,asset: M4.1-VID-05
M4.2-EGY-01,M4,M4.2,online-lecke,02 Tervezet/Modulok/M4/Online leckék/M4.2 – Aktív hallgatás & visszatükrözés.md,73,other,h5p-interaction,legyártandó,specifikáció kész,,H5P Single Choice – „Mi lenne az első reakciód?” (helyzetfelmérés),"H5P Single Choice interakció legyártása slide 1-en: kérdés „Mi lenne a legelső, ösztönös reakciód erre a mondatra?”, 4 opció (forrásban, 105-108. sor – nem ‘jó/rossz’, helyzetfelmérő), és minden válaszhoz közös, megengedő egységes feedback (110-118. sor): „Bármit jelöltél, rendben van… a cél a különbség észrevétele lezáró és támogató reakció közt.”","Aktiválja a tanulót a saját ösztönös reakciója megjelölésével, ítélkezés nélkül beránt a témába.",,,,,,"note: Billentyűzettel teljesíthető, látható fókusz; opciók és feedback képernyőolvasóval olvashatók.",vegyes,vegyes,"note: H5P Single Choice (Course Presentationön belül), mobil-first, magyar szöveg; egy közös feedback minden opcióra.",,M4.2-EGY-01,,,,R1,,AI-asszisztált item – éles indítás előtt emberi lektor által átnézendő (24. sor). A slide 1 narrációjával (M4.2-NAR-01) és a hook-illusztrációval (M4.2-ILL-01) összetartozik.,6b56996dd986a431f4a107d495b9c5ba41810ec91a605a8188f7fc150a1722ec,asset: M4.2-EGY-01
M4.2-EGY-02,M4,M4.2,online-lecke,02 Tervezet/Modulok/M4/Online leckék/M4.2 – Aktív hallgatás & visszatükrözés.md,413,other,h5p-interaction,legyártandó,specifikáció kész,,H5P Dialog Cards készlet – „Melyik segít jobban?”,"H5P Dialog Cards interaktív blokk legyártása: 4 (lehet +1-2 extra) kártya, mindegyik elején a társ mondata, megfordítva két lehetséges reakció (lezáró vs. támogató) + „Melyik inkább támogató?” jelzés. Kártyatartalmak a forrásban (Kártya 1–4, 214-250. sor).",Konkrét mondatpárokon át ráérezni a lezáró/elütő vs. támogató/visszatükröző különbségre.,,,,,,"note: Akadálymentesítési követelmények kötelezőek (lásd 252-258. sor): célméret ≥24×24 CSS px, billentyűzettel teljesíthető flip/lapozás, látható időkorlát-nélküli fókusz. Szöveg képernyőolvasóval olvasható legyen.",vegyes,vegyes,"note: H5P Dialog Cards, mobil-first, magyar szöveg; flip/lapozás interakció.",,M4.2-EGY-02,,,,R1,,Tartalmilag AI-asszisztált (dialog card) – a tanulónak látható felületen jelölni kell. A slide 3 narrációval (M4.2-NAR-03) együtt. ID javítva EGY-01-ről EGY-02-re (a slide 1 Single Choice lett az új EGY-01).,251d0b2a94cce49ded3bfe1db8e576decadd1d47491da92f121a8b53ea392502,asset: M4.2-EGY-02
M4.2-EGY-03,M4,M4.2,online-lecke,02 Tervezet/Modulok/M4/Online leckék/M4.2 – Aktív hallgatás & visszatükrözés.md,577,other,h5p-interaction,legyártandó,specifikáció kész,,H5P Drag&Drop / Sorting – „Lezáró vagy támogató?”,"H5P Drag&Drop/Sorting feladat: két céldoboz/oszlop (lezáró/elütő vs. támogató/visszatükröző) és 8 behúzható mondatcímke (4 lezáró, 4 támogató, szövegek a forrásban 286-298. sor). Helyes/helytelen besorolás feedback szövegekkel (300-307. sor).",Tudatosítja a két kategóriát és gyakoroltatja a megkülönböztetést.,,,,,,"note: Akadálymentesítési követelmények kötelezőek (lásd 309-316. sor): célméret ≥24×24 CSS px, billentyűzettel/húzás nélküli alternatíva (legördülő/rádiógomb/sorting), látható fókusz; mobilon a szöveges/sorting besorolás legyen az elsődleges interakció.",vegyes,vegyes,"note: H5P Drag&Drop vagy Sorting, mobil-first, magyar szöveg.",,M4.2-EGY-03,,,,R1,,"Kvíz-item jellegű, AI-asszisztált tartalom – ember nézi át éles indítás előtt (24. sor). ID javítva EGY-02-ről EGY-03-ra.",9ce56bb0abccd7cfc31a8d93be2f4913465807d63611d56e2a73f83be2f624ba,asset: M4.2-EGY-03
M4.2-EGY-04,M4,M4.2,online-lecke,02 Tervezet/Modulok/M4/Online leckék/M4.2 – Aktív hallgatás & visszatükrözés.md,664,other,h5p-interaction,legyártandó,specifikáció kész,,H5P mini-quiz – 2 Single Choice kérdés (Check),"Két Single Choice kérdés H5P-ben: (1) melyik válasz inkább aktív hallgatás/visszatükrözés (3 opció, helyes a 2., 331-340. sor); (2) mi a madrich reális szerepe (3 opció, helyes a 2., 348-359. sor). Mindkettőhöz feedback szöveg a forrás szerint.","2 kulcsüzenet rögzítése: mitől támogató egy reakció, mi a madrich reális szerepe.",,,,,,"note: Billentyűzettel teljesíthető, látható fókusz; opciók képernyőolvasóval olvashatók.",vegyes,vegyes,"note: H5P Single Choice (Course Presentationön belül), magyar szöveg.",,M4.2-EGY-04,,,,R1,,Kvíz-itemek és distraktorok éles indítás előtt emberi lektor által átnézendők (24. sor). ID javítva EGY-03-ról EGY-04-re.,883a780600066c45b08a84ff98c63769b570e800b3738a72d9b46848e62fee07,asset: M4.2-EGY-04
M4.2-EGY-05,M4,M4.2,online-lecke,02 Tervezet/Modulok/M4/Online leckék/M4.2 – Aktív hallgatás & visszatükrözés.md,736,other,h5p-interaction,legyártandó,specifikáció kész,,2× szabad szöveges mező – reflektív kérdések (visszatükröző mondat + elhagyandó mondat),"Két kötelező szabad szöveges mező interakció legyártása slide 6-on: (1) írj 1 visszatükröző mondatot (indító segéd-félmondatok: „Azt hallom, hogy…” / „Úgy tűnik, az nehéz neked, hogy…”), (2) írj 1 elhagyandó mondatot + indoklás; mindkettő 2–4 soros szövegmező (408., 418. sor). A 🔒 biztonságos-megosztás keret (399. sor) a feladat instrukciójához tartozik.",A lecke kötelező completion-eleme (lásd 21. és 372. sor): saját visszatükröző és elhagyandó mondat megfogalmazásával rögzíti a mikrocélt és reflexióra késztet.,,,,,,"note: Szövegmező billentyűzettel kitölthető, látható fókusz; kérdésszöveg, indító félmondatok és a biztonságos-megosztás keret képernyőolvasóval olvashatók; a karakter-/sor-instrukció szövegesen is jelenjen meg.",vegyes,vegyes,"note: 2× szabad szöveges mező (a befoglaló elemet a runtime acceptance 6. pontja dönti el), magyar szöveg, 2–4 soros válaszmező; a 🔒 biztonságos-megosztás keret megjelenítésével.",,M4.2-EGY-05,,,,R1,,"ÚJ asset (validáláskor pótolva): a completion-gating szabad szöveges mezők korábban csak más assetek notes-ában szerepeltek, de saját assetként hiányoztak – a többi H5P-interakcióval (EGY-01..04) konzisztensen rögzítve. A slide 6 narrációval (M4.2-NAR-04) és az outro checklisttel (M4.2-ILL-03) összetartozik.",5727f544a6d6a4391605983db1fc0784515f070928d90f0528c46bb0eb1819eb,asset: M4.2-EGY-05
M4.2-IKO-01,M4,M4.2,online-lecke,02 Tervezet/Modulok/M4/Online leckék/M4.2 – Aktív hallgatás & visszatükrözés.md,240,icon-set,,legyártandó,produkciós szabályra vár,,Fogalom-ikonok: fejhallgató (aktív hallgatás) & körkörös nyíl (visszatükrözés),"Két ikon: fejhallgató (🎧) az aktív hallgatáshoz és körkörös/visszatükröző nyíl (🔁) a visszatükrözéshez. Konzisztens stílus, mobil-méreten is olvasható.",Vizuálisan megkülönbözteti és megjegyezhetővé teszi a két kulcsfogalmat.,,,,,,"visual: decorative; alt_note: a lecke akadálymentesítési jegyzete dekoratívként jelöli (üres / rejtett alt); note: Dekoratív kísérő esetén üres alt; ha a doboz címét csak az ikon jelöli, alt-szöveg a fogalom nevével.",AI-generált,AI-generált,"note: SVG/PNG ikonpár, egységes vonalvastagság, kontrasztos.",,M4.2-IKO-01,,,R5,"R1, R5",,Az M4.2-ILL-02 dobozok fejlécében használandó. A forrásban emoji-ként szerepel; egységes design-ikonként legyártandó.,afc842e9c7280f119cb7147aeac7ed8323ff4bb5deb67e1b105b7d1bc7828087,asset: M4.2-IKO-01
M4.2-ILL-01,M4,M4.2,online-lecke,02 Tervezet/Modulok/M4/Online leckék/M4.2 – Aktív hallgatás & visszatükrözés.md,102,illustration,,legyártandó,emberi döntésre vár,nyitott emberi döntés,Hook chat-buborék: ideges peula-mondat,"Chat-szerű üzenetbuborék vagy kis illusztráció, amely megjeleníti a beérkező üzenetet: „Nagyon ideges vagyok, hogy holnap peulát kell tartanom…”. Mobil-first, középre helyezve. Hangulat: ismerős, hétköznapi feszültség.","Beránt egy ismerős helyzettel, érzelmileg azonnal bekapcsol (hook).",,,,,,"visual: informative; alt_note: a lecke előírja az alt-szöveget, de a végleges szöveget a legyártott vizuál alapján kell megírni; note: Alt-szöveg kötelező: a buborék tartalma és kontextusa (ideges üzenet a holnapi peuláról).",AI-generált,AI-generált,"note: Álló/mobil arány, statikus illusztráció vagy UI-buborék; magyar szöveg a buborékban.",alt-text,"M4.2-ILL-01, M4.2-ILL-01::ALTTEXT",,,R5,"R1, R5","HOOK-formátum inkonzisztencia az M4 modulon belül: az M4.1-VID-01 beszélőfej-videóval indít (mint az M1–M3 és M6–M7 leckék többsége), de az M4.2-ILL-01, M4.3-ILL-01 és M4.4-ILL-01 mind STATIKUS illusztrációval nyitja a HOOK-ot, beszélőfej-videó nélkül. Ez a modulon belüli nyitó-élmény váltakozása; a tanuló az M4.1 után már videós HOOK-ot várna. — [⟬SZERZŐI DÖNTÉS⟭ M4 HOOK-formátum: javaslat — M4.1 marad videó-HOOK (indokolt), M4.2–4.4 egységes statikus illusztráció + narráció. Megerősítendő.] Döntsd el modul-szinten a HOOK-formátumot (beszélőfej-videó vagy statikus illusztráció + narráció), és tartsd egységesen az M4.1–M4.4 leckéken belül, vagy rögzítsd, miért tér el az M4.1.",A slide 1 narrációjával (M4.2-NAR-01) és a Single Choice interakcióval (M4.2-EGY-01) összetartozik.,1be83696e32a943b6d07d63e4b7cb14560cff5e04e22af99ad0704c8a13f15d9,asset: M4.2-ILL-01
M4.2-ILL-02,M4,M4.2,online-lecke,02 Tervezet/Modulok/M4/Online leckék/M4.2 – Aktív hallgatás & visszatükrözés.md,274,illustration,,legyártandó,produkciós szabályra vár,,Két fogalom-doboz: Aktív hallgatás & Visszatükrözés,"Két nagy buborék/doboz vizuális elrendezés: bal „🎧 Aktív hallgatás”, jobb „🔁 Visszatükrözés”, mindkettő alatt 2–3 kulcsmondat (138-147. sor). Záró sor: „Nem terapeuta vagy…” (149-151). Tiszta, mobil-first layout, kontrasztos doboz-fej.","Egyszerű, használható definíciót ad vizuálisan strukturálva, sok elmélet nélkül.",,,,,,"visual: informative; alt_note: a lecke előírja az alt-szöveget, de a végleges szöveget a legyártott vizuál alapján kell megírni; note: Alt-szöveg kötelező: a két doboz címe és kulcsmondatai szövegként (vagy ha tisztán HTML/szöveg-renderelés, az alt elhagyható és a szöveg élő szövegként olvasható).",AI-generált,AI-generált,"note: Mobil-first arány, két-oszlopos/egymás-alatti doboz layout magyar szöveggel; fejléc ikonokkal.",alt-text,"M4.2-ILL-02, M4.2-ILL-02::ALTTEXT",,,R5,"R1, R5",,A 🎧 és 🔁 fejléc-ikonok az M4.2-IKO-01 ikon-asset részei. Slide 2 narrációjával (M4.2-NAR-02) összetartozik.,1a8aba3b8a19abe0a726b727136a3e0bda044acd28ffaf45109f23eaf04e9f1f,asset: M4.2-ILL-02
M4.2-ILL-03,M4,M4.2,online-lecke,02 Tervezet/Modulok/M4/Online leckék/M4.2 – Aktív hallgatás & visszatükrözés.md,766,illustration,,legyártandó,produkciós szabályra vár,,Outro összegző checklist vizuál,"Rövid összegző vizuál a slide tetején: ✅ pipás checklist 3 ponttal (lezáró/támogató reakciók megismerése, visszatükrözés gyakorlása, madrich-szerep átgondolása). Letisztult, mobil-first, a két szabad szöveges mező fölött.",Vizuálisan összegzi az elért tanulási pontokat a reflexió előtt.,,,,,,"visual: informative; alt_note: a lecke előírja az alt-szöveget, de a végleges szöveget a legyártott vizuál alapján kell megírni; note: Alt-szöveg kötelező: a checklist 3 pontja szövegként. Ha a checklist tisztán HTML/szöveg, alt nem szükséges és a szöveg élő szövegként olvasandó.",AI-generált,AI-generált,"note: Mobil-first arány, statikus összegző grafika/checklist magyar szöveggel.",alt-text,"M4.2-ILL-03, M4.2-ILL-03::ALTTEXT",,,R5,"R1, R5",,"FELTÉTELES asset: a forrásban a ✅ checklist markdown-szövegként szerepel (376-380. sor). Ha tervezői döntés alapján csak szöveges/HTML checklist készül, nem kell külön kép-asset; ha vizuális grafikaként renderelődik, akkor legyártandó.",b598c8e0e398b5b9d6cc9134e62d185a91ec5b5f073f9d6bbdd0835418633551,asset: M4.2-ILL-03
M4.2-NAR-01,M4,M4.2,online-lecke,02 Tervezet/Modulok/M4/Online leckék/M4.2 – Aktív hallgatás & visszatükrözés.md,140,voiceover,narration,legyártandó,produkciós szabályra vár,,Slide 1 narráció – „Mit mondanál elsőre?”,"30–40 mp narráció: a hallgató képzelje el, hogy egy képzős társa mondja a feszült mondatot; az első reakció sokat számít abban, hogy a másik érzi-e, hogy rá figyelnek vagy csak elütik a feszültségét; felvezeti a Single Choice kérdést.",Felvezeti a hook-helyzetet és bevonja a tanulót az első reakció átgondolásába.,M4.2-NAR-01-VO,"„Képzeld el, hogy egy képzős társad azt írja vagy mondja neked:
*‘Nagyon ideges vagyok, hogy holnap peulát kell tartanom…’*

Nincs sok időd, rögtön válaszolsz valamit.

Az első reakciód nagyon sokat számít abban,
hogy ő mit érez:
**tényleg rá figyelsz**,
vagy inkább gyorsan el akarod ütni a feszültségét.

Nézzük meg, mi lenne a legelső mondat,
ami eszedbe jutna.”",bd1f419e01f32f1b60d9dd443b2e5ce4f575003abba9354ce46fe0bf559881cd,,,note: Felirat (M4.2-NAR-01::CAPTIONS) és leirat/transzkript (M4.2-NAR-01::TRANSCRIPT) kötelező.,AI-generált,AI-generált,"note: 30–40 mp, magyar nyelvű hangfelvétel, nyugodt, közvetlen hangvétel.","captions, transcript","M4.2-NAR-01, M4.2-NAR-01::CAPTIONS, M4.2-NAR-01::TRANSCRIPT",,,R3,"R1, R3",,Hozzá tartozik a felirat M4.2-NAR-01::CAPTIONS és a leirat M4.2-NAR-01::TRANSCRIPT.,b4f19a05a3f79cd08ce0b4446a443fce43e392a7952781c7649b69e7a5927af8,asset: M4.2-NAR-01 | captions: M4.2-FEL-01 | transcript: M4.2-LEI-01
M4.2-NAR-02,M4,M4.2,online-lecke,02 Tervezet/Modulok/M4/Online leckék/M4.2 – Aktív hallgatás & visszatükrözés.md,311,voiceover,narration,legyártandó,produkciós szabályra vár,,Slide 2 narráció – aktív hallgatás és visszatükrözés definíciója,"40–50 mp narráció: aktív hallgatás = tényleg a másikra figyelsz, nem a saját válaszodra; visszatükrözés = saját szavakkal visszaadod, amit értettél; példa „Azt hallom, hogy nagyon félsz attól, hogy ciki lesz a peulád.”; nem vagy terapeuta, de sokat ad, ha a másik érzi: jelen vagy, figyelsz, érted.",Auditív megerősítés a két kulcsfogalom egyszerű definíciójához.,M4.2-NAR-02-VO,"„Az aktív hallgatás azt jelenti,
hogy tényleg a másikra figyelsz –
nem arra, hogy te mit fogsz mondani utána,
és nem csak egy kész tanácsot akarsz bedobni.

A visszatükrözés pedig az,
hogy a saját szavaiddal elmondod neki,
mit értettél abból, amit mondott vagy mutatott.

Például: *‘Azt hallom, hogy nagyon félsz attól,
hogy ciki lesz a peulád.’*

Nem kell megoldanod az életét,
és nem vagy terapeuta.

De azzal nagyon sokat tudsz adni,
ha azt érzi: **jelen vagy, figyelsz, érted**.”",b1c0b0237e3e64fcc036484eac8db99654889473796c9a5d444cc96235dceae0,,,note: Felirat (M4.2-NAR-02::CAPTIONS) és leirat/transzkript (M4.2-NAR-02::TRANSCRIPT) kötelező.,AI-generált,AI-generált,"note: 40–50 mp, magyar nyelvű hangfelvétel.","captions, transcript","M4.2-NAR-02, M4.2-NAR-02::CAPTIONS, M4.2-NAR-02::TRANSCRIPT",,,R3,"R1, R3",,"Felirat M4.2-NAR-02::CAPTIONS, leirat M4.2-NAR-02::TRANSCRIPT.",e8648e63ffe23ebb469924455b2ef7672bd48ae0cc6cb350b9cdfd6db7181616,asset: M4.2-NAR-02 | captions: M4.2-FEL-02 | transcript: M4.2-LEI-02
M4.2-NAR-03,M4,M4.2,online-lecke,02 Tervezet/Modulok/M4/Online leckék/M4.2 – Aktív hallgatás & visszatükrözés.md,442,voiceover,narration,legyártandó,produkciós szabályra vár,,Slide 3 narráció – Dialog Cards felvezetés,"20–25 mp narráció a Dialog Cards bevezetéséhez: tipikus mondatok, amiket társ vagy chanich mondhat; a kártyák hátoldalán kétféle válasz; gondold végig, melyik zár le és melyik segít, hogy a másik érezze: figyelsz rá.",Bevezeti és keretezi a Dialog Cards aktivitást.,M4.2-NAR-03-VO,"„Most néhány tipikus mondatot nézünk meg,
amit egy képzős társad vagy később egy chanich mondhat neked.

A kártyák hátoldalán kétféle válasz lesz.

Gondold végig:
**melyik az, ami inkább lezár**,
és melyik az, ami segít abban,
hogy a másik érezze: figyelsz rá és érted.”",cc5e9efdc46c9251fdfa46220e7a705445b46ec79b08f5379442ee79728a3463,,,note: Felirat (M4.2-NAR-03::CAPTIONS) és leirat/transzkript (M4.2-NAR-03::TRANSCRIPT) kötelező.,AI-generált,AI-generált,"note: 20–25 mp, magyar nyelvű hangfelvétel.","captions, transcript","M4.2-NAR-03, M4.2-NAR-03::CAPTIONS, M4.2-NAR-03::TRANSCRIPT",,,R3,"R1, R3",,"Felirat M4.2-NAR-03::CAPTIONS, leirat M4.2-NAR-03::TRANSCRIPT; az M4.2-EGY-02 Dialog Cards interaktív elemmel összetartozik.",9b57301fce0152ebbe33dfb3bd4dac60263336f5d3515f2e4d28005bf915dbe8,asset: M4.2-NAR-03 | captions: M4.2-FEL-03 | transcript: M4.2-LEI-03
